Date,Region,Province,Prize,Numbers
2024-06-08,MT,Đà Nẵng,7,13371 - 77920 - 25599 - 82194
2024-06-08,MT,Đà Nẵng,8,47070
2024-06-08,MT,Khánh Hòa,ĐB,36907
2024-06-08,MT,Khánh Hòa,1,92728
2024-06-08,MT,Khánh Hòa,2,07020
2024-06-08,MT,Khánh Hòa,3,23273 - 21738 - 70118 - 83220 - 01536 - 95694
2024-06-08,MT,Khánh Hòa,4,17825 - 36486 - 06599 - 93271 - 82512 - 50382
2024-06-08,MT,Khánh Hòa,5,14460 - 79254 - 47680
2024-06-08,MT,Khánh Hòa,6,10974 - 83464 - 09172
2024-06-08,MT,Khánh Hòa,7,19892 - 11477 - 04415 - 01307
2024-06-08,MT,Khánh Hòa,8,67323
2024-06-08,MN,TP. HCM,ĐB,92653
2024-06-08,MN,TP. HCM,1,50329
2024-06-08,MN,TP. HCM,2,75536
2024-06-08,MN,TP. HCM,3,68967 - 75677 - 00660 - 61867 - 28363 - 26520
2024-06-08,MN,TP. HCM,4,34988 - 99744 - 03304 - 86599 - 78547 - 04780
2024-06-08,MN,TP. HCM,5,39477 - 03507 - 74071
2024-06-08,MN,TP. HCM,6,04704 - 32668 - 88068
2024-06-08,MN,TP. HCM,7,10626 - 13259 - 79288 - 60729
2024-06-08,MN,TP. HCM,8,50701
2024-06-08,MN,Đồng Tháp,ĐB,97187
2024-06-08,MN,Đồng Tháp,1,43799
2024-06-08,MN,Đồng Tháp,2,67531
2024-06-08,MN,Đồng Tháp,3,69503 - 75161 - 84719 - 30375 - 36670 - 37079
2024-06-08,MN,Đồng Tháp,4,79163 - 73212 - 01581 - 86279 - 08370 - 82162
2024-06-08,MN,Đồng Tháp,5,65077 - 99004 - 96996
2024-06-08,MN,Đồng Tháp,6,18868 - 89866 - 30913
2024-06-08,MN,Đồng Tháp,7,12225 - 92478 - 71587 - 86945
2024-06-08,MN,Đồng Tháp,8,81857
2024-06-08,MN,Cà Mau,ĐB,04875
2024-06-08,MN,Cà Mau,1,12888
2024-06-08,MN,Cà Mau,2,36876
2024-06-08,MN,Cà Mau,3,06720 - 63547 - 45464 - 61623 - 81245 - 99200
2024-06-08,MN,Cà Mau,4,82295 - 47597 - 14111 - 57301 - 23854 - 37566
2024-06-08,MN,Cà Mau,5,04978 - 59062 - 99855
2024-06-08,MN,Cà Mau,6,50540 - 21436 - 50525
2024-06-08,MN,Cà Mau,7,62052 - 26495 - 78011 - 78912
2024-06-08,MN,Cà Mau,8,88522
2024-06-09,MB,Hà Nội,ĐB,17845
2024-06-09,MB,Hà Nội,1,51508
2024-06-09,MB,Hà Nội,2,73972
2024-06-09,MB,Hà Nội,3,69934 - 11147 - 05657 - 45828 - 17516 - 89187
2024-06-09,MB,Hà Nội,4,32660 - 92270 - 04781 - 00568 - 34285 - 83632
2024-06-09,MB,Hà Nội,5,06486 - 63200 - 49473
2024-06-09,MB,Hà Nội,6,66453 - 68111 - 05682
2024-06-09,MB,Hà Nội,7,01135 - 92895 - 19109 - 25501
2024-06-09,MT,Đà Nẵng,ĐB,02613
2024-06-09,MT,Đà Nẵng,1,43751
2024-06-09,MT,Đà Nẵng,2,77644
2024-06-09,MT,Đà Nẵng,3,78547 - 74000 - 48002 - 20634 - 87391 - 82353
2024-06-09,MT,Đà Nẵng,4,37623 - 60867 - 93325 - 84901 - 45630 - 22132
2024-06-09,MT,Đà Nẵng,5,02263 - 61315 - 63913
2024-06-09,MT,Đà Nẵng,6,51902 - 42616 - 98852
2024-06-09,MT,Đà Nẵng,7,63989 - 79054 - 57245 - 88393
2024-06-09,MT,Đà Nẵng,8,75283
2024-06-09,MT,Khánh Hòa,ĐB,72193
2024-06-09,MT,Khánh Hòa,1,00400
2024-06-09,MT,Khánh Hòa,2,03582
2024-06-09,MT,Khánh Hòa,3,41008 - 58971 - 59505 - 68124 - 28467 - 13750
2024-06-09,MT,Khánh Hòa,4,31798 - 90306 - 26226 - 62531 - 57590 - 32011
2024-06-09,MT,Khánh Hòa,5,85167 - 43461 - 94057
2024-06-09,MT,Khánh Hòa,6,29024 - 75134 - 65176
2024-06-09,MT,Khánh Hòa,7,52031 - 54729 - 53381 - 28104
2024-06-09,MT,Khánh Hòa,8,42279
2024-06-09,MN,TP. HCM,ĐB,17713
2024-06-09,MN,TP. HCM,1,77595
2024-06-09,MN,TP. HCM,2,58336
2024-06-09,MN,TP. HCM,3,87533 - 39835 - 88976 - 66493 - 30853 - 08561
2024-06-09,MN,TP. HCM,4,66170 - 34511 - 09737 - 48004 - 91917 - 49427
2024-06-09,MN,TP. HCM,5,60794 - 26452 - 95627
2024-06-09,MN,TP. HCM,6,75931 - 85605 - 62812
2024-06-09,MN,TP. HCM,7,86142 - 50958 - 44570 - 01536
2024-06-09,MN,TP. HCM,8,80342
2024-06-09,MN,Đồng Tháp,ĐB,83219
2024-06-09,MN,Đồng Tháp,1,01279
2024-06-09,MN,Đồng Tháp,2,12642
2024-06-09,MN,Đồng Tháp,3,67808 - 89058 - 98200 - 59434 - 37694 - 13481
2024-06-09,MN,Đồng Tháp,4,98189 - 78340 - 49545 - 86424 - 42174 - 46760
2024-06-09,MN,Đồng Tháp,5,31415 - 96905 - 88733
2024-06-09,MN,Đồng Tháp,6,89345 - 69689 - 65932
2024-06-09,MN,Đồng Tháp,7,96679 - 61327 - 58137 - 44363
2024-06-09,MN,Đồng Tháp,8,94884
2024-06-09,MN,Cà Mau,ĐB,79525
2024-06-09,MN,Cà Mau,1,21146
2024-06-09,MN,Cà Mau,2,26275
2024-06-09,MN,Cà Mau,3,75619 - 28888 - 87061 - 75870 - 83592 - 62778
2024-06-09,MN,Cà Mau,4,30065 - 70161 - 07356 - 48919 - 95168 - 48136
2024-06-09,MN,Cà Mau,5,50134 - 98771 - 60878
2024-06-09,MN,Cà Mau,6,86589 - 41045 - 38296
2024-06-09,MN,Cà Mau,7,13408 - 04566 - 39993 - 87447
2024-06-09,MN,Cà Mau,8,57279
2024-06-10,MB,Hà Nội,ĐB,79476
2024-06-10,MB,Hà Nội,1,73534
2024-06-10,MB,Hà Nội,2,96013
2024-06-10,MB,Hà Nội,3,66209 - 89496 - 43236 - 46428 - 89362 - 11236
2024-06-10,MB,Hà Nội,4,98093 - 98631 - 42231 - 14098 - 52179 - 18642
2024-06-10,MB,Hà Nội,5,77994 - 73209 - 99386
2024-06-10,MB,Hà Nội,6,73574 - 16993 - 02620
2024-06-10,MB,Hà Nội,7,44810 - 17626 - 11125 - 71829
2024-06-10,MT,Đà Nẵng,ĐB,58341
2024-06-10,MT,Đà Nẵng,1,17433
2024-06-10,MT,Đà Nẵng,2,43851
2024-06-10,MT,Đà Nẵng,3,01435 - 52880 - 34340 - 02986 - 59337 - 08923
2024-06-10,MT,Đà Nẵng,4,66570 - 77122 - 90682 - 85743 - 33596 - 80751
2024-06-10,MT,Đà Nẵng,5,55786 - 56095 - 73862
2024-06-10,MT,Đà Nẵng,6,54043 - 50999 - 06365
2024-06-10,MT,Đà Nẵng,7,38802 - 34616 - 32186 - 64584
2024-06-10,MT,Đà Nẵng,8,49853
2024-06-10,MT,Khánh Hòa,ĐB,39478
2024-06-10,MT,Khánh Hòa,1,44658
2024-06-10,MT,Khánh Hòa,2,52155
2024-06-10,MT,Khánh Hòa,3,76350 - 36682 - 30930 - 32892 - 79579 - 87092
2024-06-10,MT,Khánh Hòa,4,55448 - 15931 - 51572 - 68592 - 15831 - 98605
2024-06-10,MT,Khánh Hòa,5,32384 - 27446 - 90215
2024-06-10,MT,Khánh Hòa,6,99898 - 10827 - 58337
2024-06-10,MT,Khánh Hòa,7,69051 - 68822 - 08040 - 01122
2024-06-10,MT,Khánh Hòa,8,42768
2024-06-10,MN,TP. HCM,ĐB,73965
2024-06-10,MN,TP. HCM,1,23034
2024-06-10,MN,TP. HCM,2,13441
2024-06-10,MN,TP. HCM,3,06447 - 18116 - 30630 - 73830 - 66593 - 67388
2024-06-10,MN,TP. HCM,4,58125 - 00845 - 25773 - 25366 - 54065 - 94773
2024-06-10,MN,TP. HCM,5,97720 - 67331 - 79146
2024-06-10,MN,TP. HCM,6,59373 - 96744 - 26218
2024-06-10,MN,TP. HCM,7,99309 - 43557 - 53800 - 71071
2024-06-10,MN,TP. HCM,8,06337
2024-06-10,MN,Đồng Tháp,ĐB,92723
2024-06-10,MN,Đồng Tháp,1,22963
2024-06-10,MN,Đồng Tháp,2,52602
2024-06-10,MN,Đồng Tháp,3,00095 - 49615 - 51625 - 47752 - 31029 - 57849
2024-06-10,MN,Đồng Tháp,4,89441 - 41295 - 57102 - 40867 - 46204 - 85922
2024-06-10,MN,Đồng Tháp,5,75960 - 06212 - 21901
2024-06-10,MN,Đồng Tháp,6,39476 - 47767 - 88932
2024-06-10,MN,Đồng Tháp,7,58847 - 60485 - 67794 - 70929
2024-06-10,MN,Đồng Tháp,8,17176
2024-06-10,MN,Cà Mau,ĐB,04275
2024-06-10,MN,Cà Mau,1,14198
2024-06-10,MN,Cà Mau,2,96275
2024-06-10,MN,Cà Mau,3,38651 - 07474 - 14747 - 69140 - 68587 - 43521
2024-06-10,MN,Cà Mau,4,69330 - 92112 - 24698 - 26212 - 65861 - 82521
2024-06-10,MN,Cà Mau,5,69663 - 70627 - 55512
2024-06-10,MN,Cà Mau,6,70460 - 86564 - 56001
2024-06-10,MN,Cà Mau,7,44606 - 69877 - 90789 - 28606
2024-06-10,MN,Cà Mau,8,45660
2024-06-11,MB,Hà Nội,ĐB,40221
2024-06-11,MB,Hà Nội,1,05710
2024-06-11,MB,Hà Nội,2,51228
2024-06-11,MB,Hà Nội,3,92524 - 23008 - 46065 - 61429 - 55632 - 37509
2024-06-11,MB,Hà Nội,4,03830 - 62152 - 68746 - 55989 - 56052 - 27218
2024-06-11,MB,Hà Nội,5,59325 - 02815 - 11293
2024-06-11,MB,Hà Nội,6,75325 - 16479 - 09928
2024-06-11,MB,Hà Nội,7,15521 - 11537 - 76009 - 55291
2024-06-11,MT,Đà Nẵng,ĐB,60970
2024-06-11,MT,Đà Nẵng,1,08171
2024-06-11,MT,Đà Nẵng,2,98449
2024-06-11,MT,Đà Nẵng,3,71829 - 59511 - 92990 - 32083 - 03170 - 23765
2024-06-11,MT,Đà Nẵng,4,98249 - 74694 - 49402 - 03583 - 56693 - 05825
2024-06-11,MT,Đà Nẵng,5,02516 - 12747 - 22358
2024-06-11,MT,Đà Nẵng,6,38069 - 31217 - 67987
2024-06-11,MT,Đà Nẵng,7,01163 - 53852 - 20846 - 00460
2024-06-11,MT,Đà Nẵng,8,82962
2024-06-11,MT,Khánh Hòa,ĐB,71052
2024-06-11,MT,Khánh Hòa,1,69416
2024-06-11,MT,Khánh Hòa,2,23600
2024-06-11,MT,Khánh Hòa,3,67063 - 54255 - 46664 - 54289 - 92847 - 75636
2024-06-11,MT,Khánh Hòa,4,40064 - 40829 - 15460 - 13600 - 36041 - 99433
2024-06-11,MT,Khánh Hòa,5,80202 - 85098 - 20291
2024-06-11,MT,Khánh Hòa,6,60045 - 63921 - 69080
2024-06-11,MT,Khánh Hòa,7,33686 - 32482 - 28333 - 54063
2024-06-11,MT,Khánh Hòa,8,27959
2024-06-11,MN,TP. HCM,ĐB,35713
2024-06-11,MN,TP. HCM,1,15794
2024-06-11,MN,TP. HCM,2,06843
2024-06-11,MN,TP. HCM,3,80061 - 96793 - 95610 - 55587 - 66356 - 16105
2024-06-11,MN,TP. HCM,4,79692 - 41562 - 25800 - 19118 - 84196 - 74916
2024-06-11,MN,TP. HCM,5,00599 - 90061 - 55729
2024-06-11,MN,TP. HCM,6,16331 - 24915 - 58916
2024-06-11,MN,TP. HCM,7,70827 - 31824 - 63171 - 33537
2024-06-11,MN,TP. HCM,8,46979
2024-06-11,MN,Đồng Tháp,ĐB,35025
2024-06-11,MN,Đồng Tháp,1,94705
2024-06-11,MN,Đồng Tháp,2,06736
2024-06-11,MN,Đồng Tháp,3,82025 - 02761 - 70364 - 03050 - 84187 - 02713
2024-06-11,MN,Đồng Tháp,4,25889 - 21976 - 68932 - 27219 - 57576 - 03411
2024-06-11,MN,Đồng Tháp,5,61722 - 83996 - 72057
2024-06-11,MN,Đồng Tháp,6,29849 - 56355 - 94568
2024-06-11,MN,Đồng Tháp,7,11288 - 68613 - 67299 - 00990
2024-06-11,MN,Đồng Tháp,8,94293
2024-06-11,MN,Cà Mau,ĐB,99000
2024-06-11,MN,Cà Mau,1,34006
2024-06-11,MN,Cà Mau,2,30349
2024-06-11,MN,Cà Mau,3,10262 - 95546 - 23932 - 59686 - 05018 - 59072
2024-06-11,MN,Cà Mau,4,79191 - 68575 - 81270 - 12409 - 10980 - 05773
2024-06-11,MN,Cà Mau,5,55154 - 36809 - 28012
2024-06-11,MN,Cà Mau,6,02893 - 78638 - 28355
2024-06-11,MN,Cà Mau,7,48033 - 89943 - 48935 - 92260
2024-06-11,MN,Cà Mau,8,45288
2024-06-12,MB,Hà Nội,ĐB,42861
2024-06-12,MB,Hà Nội,1,48600
2024-06-12,MB,Hà Nội,2,96119
2024-06-12,MB,Hà Nội,3,50270 - 83149 - 32671 - 70190 - 02493 - 15249
2024-06-12,MB,Hà Nội,4,32281 - 35940 - 66038 - 01609 - 06241 - 38365
2024-06-12,MB,Hà Nội,5,87682 - 75151 - 50736
2024-06-12,MB,Hà Nội,6,87673 - 31556 - 30959
2024-06-12,MB,Hà Nội,7,02774 - 75646 - 20726 - 12073
2024-06-12,MT,Đà Nẵng,ĐB,37747
2024-06-12,MT,Đà Nẵng,1,71176
2024-06-12,MT,Đà Nẵng,2,45016
2024-06-12,MT,Đà Nẵng,3,93501 - 32865 - 09411 - 11293 - 22532 - 96395
2024-06-12,MT,Đà Nẵng,4,33449 - 83981 - 73602 - 25534 - 33163 - 39892
2024-06-12,MT,Đà Nẵng,5,04628 - 92737 - 89254
2024-06-12,MT,Đà Nẵng,6,92898 - 67114 - 34624
2024-06-12,MT,Đà Nẵng,7,52640 - 40400 - 57074 - 21504
2024-06-12,MT,Đà Nẵng,8,98853
2024-06-12,MT,Khánh Hòa,ĐB,66571
2024-06-12,MT,Khánh Hòa,1,07697
2024-06-12,MT,Khánh Hòa,2,92979
2024-06-12,MT,Khánh Hòa,3,67283 - 73112 - 68104 - 91157 - 67154 - 79232
2024-06-12,MT,Khánh Hòa,4,95340 - 07573 - 96030 - 08023 - 61058 - 75057
2024-06-12,MT,Khánh Hòa,5,45631 - 16510 - 13855
2024-06-12,MT,Khánh Hòa,6,07088 - 27696 - 41754
2024-06-12,MT,Khánh Hòa,7,78331 - 87985 - 35369 - 66854
2024-06-12,MT,Khánh Hòa,8,63036
2024-06-12,MN,TP. HCM,ĐB,53422
2024-06-12,MN,TP. HCM,1,80767
2024-06-12,MN,TP. HCM,2,46020
2024-06-12,MN,TP. HCM,3,35142 - 11249 - 25886 - 17655 - 74851 - 20548
2024-06-12,MN,TP. HCM,4,76099 - 77364 - 52127 - 42198 - 17047 - 44520
2024-06-12,MN,TP. HCM,5,13765 - 61764 - 01147
2024-06-12,MN,TP. HCM,6,94860 - 74925 - 46064
2024-06-12,MN,TP. HCM,7,24468 - 12213 - 72964 - 65022
2024-06-12,MN,TP. HCM,8,32353
2024-06-12,MN,Đồng Tháp,ĐB,91487
2024-06-12,MN,Đồng Tháp,1,82115
2024-06-12,MN,Đồng Tháp,2,53652
2024-06-12,MN,Đồng Tháp,3,89302 - 99764 - 17957 - 41566 - 20741 - 39241
2024-06-12,MN,Đồng Tháp,4,04919 - 54615 - 80939 - 07693 - 99839 - 36060
2024-06-12,MN,Đồng Tháp,5,00342 - 15821 - 84714
2024-06-12,MN,Đồng Tháp,6,90910 - 15345 - 66688
2024-06-12,MN,Đồng Tháp,7,65235 - 29830 - 98580 - 87251
2024-06-12,MN,Đồng Tháp,8,14850
2024-06-12,MN,Cà Mau,ĐB,53899
2024-06-12,MN,Cà Mau,1,20222
2024-06-12,MN,Cà Mau,2,15898
2024-06-12,MN,Cà Mau,3,59834 - 00464 - 98087 - 29694 - 45742 - 74572
2024-06-12,MN,Cà Mau,4,62755 - 03003 - 30819 - 69133 - 20162 - 12236
2024-06-12,MN,Cà Mau,5,82614 - 79783 - 35579
2024-06-12,MN,Cà Mau,6,86048 - 68259 - 83430
2024-06-12,MN,Cà Mau,7,12628 - 45985 - 59985 - 91335
