Date,Region,Province,Prize,Numbers
2025-04-03,MB,Hà Nội,4,82046 - 31296 - 93643 - 06537 - 46437 - 07202
2025-04-03,MB,Hà Nội,5,49705 - 29128 - 71248
2025-04-03,MB,Hà Nội,6,62449 - 65450 - 60253
2025-04-03,MB,Hà Nội,7,78459 - 64315 - 90436 - 23536
2025-04-03,MT,Đà Nẵng,ĐB,19630
2025-04-03,MT,Đà Nẵng,1,11289
2025-04-03,MT,Đà Nẵng,2,21629
2025-04-03,MT,Đà Nẵng,3,01614 - 63995 - 67821 - 37955 - 65315 - 46470
2025-04-03,MT,Đà Nẵng,4,46946 - 08621 - 98488 - 44306 - 43270 - 54325
2025-04-03,MT,Đà Nẵng,5,32581 - 43623 - 72324
2025-04-03,MT,Đà Nẵng,6,96171 - 63257 - 80268
2025-04-03,MT,Đà Nẵng,7,18258 - 33393 - 92911 - 20904
2025-04-03,MT,Đà Nẵng,8,41668
2025-04-03,MT,Khánh Hòa,ĐB,74263
2025-04-03,MT,Khánh Hòa,1,57458
2025-04-03,MT,Khánh Hòa,2,87675
2025-04-03,MT,Khánh Hòa,3,19847 - 05082 - 99504 - 95625 - 80429 - 07481
2025-04-03,MT,Khánh Hòa,4,31932 - 39826 - 54673 - 76567 - 72975 - 27839
2025-04-03,MT,Khánh Hòa,5,16670 - 59385 - 53541
2025-04-03,MT,Khánh Hòa,6,45492 - 69076 - 46856
2025-04-03,MT,Khánh Hòa,7,74362 - 59016 - 38455 - 77594
2025-04-03,MT,Khánh Hòa,8,58227
2025-04-03,MN,TP. HCM,ĐB,31280
2025-04-03,MN,TP. HCM,1,61699
2025-04-03,MN,TP. HCM,2,77578
2025-04-03,MN,TP. HCM,3,51610 - 71108 - 94784 - 40941 - 18808 - 90728
2025-04-03,MN,TP. HCM,4,05846 - 53667 - 68881 - 64961 - 22287 - 95399
2025-04-03,MN,TP. HCM,5,37516 - 80609 - 51562
2025-04-03,MN,TP. HCM,6,84668 - 39201 - 34440
2025-04-03,MN,TP. HCM,7,61365 - 68990 - 56918 - 99129
2025-04-03,MN,TP. HCM,8,24260
2025-04-03,MN,Đồng Tháp,ĐB,38521
2025-04-03,MN,Đồng Tháp,1,57756
2025-04-03,MN,Đồng Tháp,2,95137
2025-04-03,MN,Đồng Tháp,3,10626 - 92099 - 18435 - 98510 - 43036 - 45916
2025-04-03,MN,Đồng Tháp,4,79496 - 82330 - 53837 - 79826 - 88734 - 24956
2025-04-03,MN,Đồng Tháp,5,58872 - 96267 - 18833
2025-04-03,MN,Đồng Tháp,6,73847 - 34339 - 81905
2025-04-03,MN,Đồng Tháp,7,70882 - 93530 - 32100 - 08490
2025-04-03,MN,Đồng Tháp,8,24084
2025-04-03,MN,Cà Mau,ĐB,10615
2025-04-03,MN,Cà Mau,1,81914
2025-04-03,MN,Cà Mau,2,94962
2025-04-03,MN,Cà Mau,3,25532 - 90392 - 51325 - 15819 - 51003 - 35906
2025-04-03,MN,Cà Mau,4,77506 - 46949 - 72153 - 62041 - 05177 - 82160
2025-04-03,MN,Cà Mau,5,45957 - 95188 - 19956
2025-04-03,MN,Cà Mau,6,17185 - 86099 - 35087
2025-04-03,MN,Cà Mau,7,97113 - 66491 - 00312 - 18584
2025-04-03,MN,Cà Mau,8,40393
2025-04-04,MB,Hà Nội,ĐB,32888
2025-04-04,MB,Hà Nội,1,30816
2025-04-04,MB,Hà Nội,2,22292
2025-04-04,MB,Hà Nội,3,19751 - 26108 - 53475 - 07699 - 07765 - 21420
2025-04-04,MB,Hà Nội,4,81910 - 45600 - 75327 - 60893 - 01845 - 13208
2025-04-04,MB,Hà Nội,5,97275 - 52875 - 00215
2025-04-04,MB,Hà Nội,6,18166 - 80789 - 72172
2025-04-04,MB,Hà Nội,7,79730 - 10517 - 29237 - 59378
2025-04-04,MT,Đà Nẵng,ĐB,10094
2025-04-04,MT,Đà Nẵng,1,73521
2025-04-04,MT,Đà Nẵng,2,56827
2025-04-04,MT,Đà Nẵng,3,80417 - 53642 - 53419 - 43235 - 44409 - 70682
2025-04-04,MT,Đà Nẵng,4,32864 - 62719 - 56530 - 19909 - 59833 - 06484
2025-04-04,MT,Đà Nẵng,5,35989 - 17950 - 14627
2025-04-04,MT,Đà Nẵng,6,60760 - 01617 - 22951
2025-04-04,MT,Đà Nẵng,7,64715 - 63472 - 45632 - 77503
2025-04-04,MT,Đà Nẵng,8,58975
2025-04-04,MT,Khánh Hòa,ĐB,49889
2025-04-04,MT,Khánh Hòa,1,23070
2025-04-04,MT,Khánh Hòa,2,90859
2025-04-04,MT,Khánh Hòa,3,77141 - 27837 - 35965 - 48430 - 18546 - 06198
2025-04-04,MT,Khánh Hòa,4,71401 - 03036 - 01149 - 53864 - 94359 - 30887
2025-04-04,MT,Khánh Hòa,5,32657 - 23422 - 55916
2025-04-04,MT,Khánh Hòa,6,07789 - 03635 - 31283
2025-04-04,MT,Khánh Hòa,7,14548 - 60100 - 02705 - 85533
2025-04-04,MT,Khánh Hòa,8,87457
2025-04-04,MN,TP. HCM,ĐB,18518
2025-04-04,MN,TP. HCM,1,70553
2025-04-04,MN,TP. HCM,2,25561
2025-04-04,MN,TP. HCM,3,79385 - 27319 - 27661 - 71196 - 57973 - 65422
2025-04-04,MN,TP. HCM,4,89343 - 75720 - 78056 - 20235 - 16120 - 04281
2025-04-04,MN,TP. HCM,5,63619 - 71366 - 68622
2025-04-04,MN,TP. HCM,6,06353 - 93487 - 37720
2025-04-04,MN,TP. HCM,7,50801 - 92890 - 83354 - 87523
2025-04-04,MN,TP. HCM,8,97467
2025-04-04,MN,Đồng Tháp,ĐB,61156
2025-04-04,MN,Đồng Tháp,1,11933
2025-04-04,MN,Đồng Tháp,2,24880
2025-04-04,MN,Đồng Tháp,3,87509 - 99180 - 45724 - 36948 - 76226 - 92341
2025-04-04,MN,Đồng Tháp,4,05556 - 64821 - 87235 - 71866 - 94931 - 67074
2025-04-04,MN,Đồng Tháp,5,73790 - 16861 - 34883
2025-04-04,MN,Đồng Tháp,6,93151 - 92587 - 76313
2025-04-04,MN,Đồng Tháp,7,05513 - 32567 - 46097 - 52626
2025-04-04,MN,Đồng Tháp,8,29442
2025-04-04,MN,Cà Mau,ĐB,87749
2025-04-04,MN,Cà Mau,1,65004
2025-04-04,MN,Cà Mau,2,48699
2025-04-04,MN,Cà Mau,3,16141 - 74798 - 03237 - 67141 - 95304 - 27662
2025-04-04,MN,Cà Mau,4,19210 - 89983 - 17253 - 11448 - 11781 - 99334
2025-04-04,MN,Cà Mau,5,17583 - 25922 - 54323
2025-04-04,MN,Cà Mau,6,47642 - 59939 - 36219
2025-04-04,MN,Cà Mau,7,17306 - 10110 - 58215 - 53477
2025-04-04,MN,Cà Mau,8,72929
2025-04-05,MB,Hà Nội,ĐB,15232
2025-04-05,MB,Hà Nội,1,95746
2025-04-05,MB,Hà Nội,2,13653
2025-04-05,MB,Hà Nội,3,44980 - 11379 - 78830 - 15368 - 35144 - 56514
2025-04-05,MB,Hà Nội,4,20775 - 43791 - 86854 - 07253 - 27710 - 30916
2025-04-05,MB,Hà Nội,5,91179 - 09171 - 15557
2025-04-05,MB,Hà Nội,6,99131 - 26605 - 57626
2025-04-05,MB,Hà Nội,7,34099 - 08532 - 18324 - 06497
2025-04-05,MT,Đà Nẵng,ĐB,83412
2025-04-05,MT,Đà Nẵng,1,24927
2025-04-05,MT,Đà Nẵng,2,86848
2025-04-05,MT,Đà Nẵng,3,28878 - 32658 - 76628 - 31768 - 04032 - 73867
2025-04-05,MT,Đà Nẵng,4,23426 - 76410 - 03508 - 91964 - 61308 - 18763
2025-04-05,MT,Đà Nẵng,5,27609 - 87859 - 86307
2025-04-05,MT,Đà Nẵng,6,30040 - 21902 - 34197
2025-04-05,MT,Đà Nẵng,7,39879 - 31526 - 42081 - 88449
2025-04-05,MT,Đà Nẵng,8,06833
2025-04-05,MT,Khánh Hòa,ĐB,85606
2025-04-05,MT,Khánh Hòa,1,97153
2025-04-05,MT,Khánh Hòa,2,25306
2025-04-05,MT,Khánh Hòa,3,51983 - 64794 - 30037 - 14454 - 91959 - 90693
2025-04-05,MT,Khánh Hòa,4,87790 - 78742 - 15250 - 51386 - 37417 - 04557
2025-04-05,MT,Khánh Hòa,5,69826 - 43930 - 92020
2025-04-05,MT,Khánh Hòa,6,24191 - 11896 - 36322
2025-04-05,MT,Khánh Hòa,7,03591 - 28695 - 17615 - 06297
2025-04-05,MT,Khánh Hòa,8,65134
2025-04-05,MN,TP. HCM,ĐB,33933
2025-04-05,MN,TP. HCM,1,80243
2025-04-05,MN,TP. HCM,2,50190
2025-04-05,MN,TP. HCM,3,30500 - 87313 - 56676 - 33093 - 64092 - 87299
2025-04-05,MN,TP. HCM,4,59916 - 53465 - 77263 - 62315 - 53150 - 26108
2025-04-05,MN,TP. HCM,5,14145 - 60479 - 52863
2025-04-05,MN,TP. HCM,6,59981 - 59467 - 36635
2025-04-05,MN,TP. HCM,7,92997 - 62330 - 68011 - 78988
2025-04-05,MN,TP. HCM,8,06704
2025-04-05,MN,Đồng Tháp,ĐB,19044
2025-04-05,MN,Đồng Tháp,1,41312
2025-04-05,MN,Đồng Tháp,2,74125
2025-04-05,MN,Đồng Tháp,3,61201 - 37777 - 93235 - 53684 - 19060 - 11324
2025-04-05,MN,Đồng Tháp,4,56518 - 93901 - 20134 - 16546 - 93637 - 58861
2025-04-05,MN,Đồng Tháp,5,61965 - 18870 - 73301
2025-04-05,MN,Đồng Tháp,6,14034 - 11215 - 82784
2025-04-05,MN,Đồng Tháp,7,87477 - 99418 - 64884 - 12529
2025-04-05,MN,Đồng Tháp,8,54336
2025-04-05,MN,Cà Mau,ĐB,22346
2025-04-05,MN,Cà Mau,1,99902
2025-04-05,MN,Cà Mau,2,71476
2025-04-05,MN,Cà Mau,3,85842 - 32679 - 76749 - 03060 - 66270 - 82850
2025-04-05,MN,Cà Mau,4,40883 - 22012 - 25103 - 89288 - 66100 - 43400
2025-04-05,MN,Cà Mau,5,94332 - 38673 - 50747
2025-04-05,MN,Cà Mau,6,90693 - 28769 - 82525
2025-04-05,MN,Cà Mau,7,50642 - 60730 - 35685 - 63512
2025-04-05,MN,Cà Mau,8,60077
2025-04-06,MB,Hà Nội,ĐB,56158
2025-04-06,MB,Hà Nội,1,34682
2025-04-06,MB,Hà Nội,2,74801
2025-04-06,MB,Hà Nội,3,31012 - 77346 - 61727 - 80463 - 28045 - 28474
2025-04-06,MB,Hà Nội,4,47491 - 69985 - 18291 - 78515 - 46741 - 09308
2025-04-06,MB,Hà Nội,5,67441 - 21273 - 00886
2025-04-06,MB,Hà Nội,6,18635 - 58249 - 09382
2025-04-06,MB,Hà Nội,7,61793 - 24576 - 96214 - 89866
2025-04-06,MT,Đà Nẵng,ĐB,97702
2025-04-06,MT,Đà Nẵng,1,79436
2025-04-06,MT,Đà Nẵng,2,51196
2025-04-06,MT,Đà Nẵng,3,62307 - 75983 - 59932 - 79726 - 05122 - 57699
2025-04-06,MT,Đà Nẵng,4,72522 - 93436 - 36680 - 78671 - 95221 - 80599
2025-04-06,MT,Đà Nẵng,5,91146 - 54678 - 58852
2025-04-06,MT,Đà Nẵng,6,55838 - 16327 - 02425
2025-04-06,MT,Đà Nẵng,7,27265 - 58199 - 30598 - 29538
2025-04-06,MT,Đà Nẵng,8,47858
2025-04-06,MT,Khánh Hòa,ĐB,41047
2025-04-06,MT,Khánh Hòa,1,09282
2025-04-06,MT,Khánh Hòa,2,04739
2025-04-06,MT,Khánh Hòa,3,74384 - 28297 - 61714 - 52758 - 18651 - 71761
2025-04-06,MT,Khánh Hòa,4,05214 - 36378 - 15472 - 35370 - 12134 - 44532
2025-04-06,MT,Khánh Hòa,5,10352 - 22237 - 67246
2025-04-06,MT,Khánh Hòa,6,80676 - 55908 - 77725
2025-04-06,MT,Khánh Hòa,7,58667 - 60047 - 55252 - 93119
2025-04-06,MT,Khánh Hòa,8,09164
2025-04-06,MN,TP. HCM,ĐB,04967
2025-04-06,MN,TP. HCM,1,11821
2025-04-06,MN,TP. HCM,2,70040
2025-04-06,MN,TP. HCM,3,82782 - 42072 - 27903 - 73598 - 40944 - 97710
2025-04-06,MN,TP. HCM,4,57961 - 59443 - 35143 - 97877 - 34154 - 30680
2025-04-06,MN,TP. HCM,5,03383 - 36096 - 59750
2025-04-06,MN,TP. HCM,6,21042 - 63184 - 02149
2025-04-06,MN,TP. HCM,7,55012 - 79908 - 43794 - 34610
2025-04-06,MN,TP. HCM,8,57659
2025-04-06,MN,Đồng Tháp,ĐB,31671
2025-04-06,MN,Đồng Tháp,1,64656
2025-04-06,MN,Đồng Tháp,2,94488
2025-04-06,MN,Đồng Tháp,3,64519 - 19644 - 61524 - 29109 - 51398 - 87843
2025-04-06,MN,Đồng Tháp,4,40899 - 13167 - 26372 - 49629 - 46031 - 41233
2025-04-06,MN,Đồng Tháp,5,86259 - 80634 - 69033
2025-04-06,MN,Đồng Tháp,6,33207 - 82547 - 87603
2025-04-06,MN,Đồng Tháp,7,38370 - 21273 - 57157 - 78378
2025-04-06,MN,Đồng Tháp,8,42372
2025-04-06,MN,Cà Mau,ĐB,99353
2025-04-06,MN,Cà Mau,1,41408
2025-04-06,MN,Cà Mau,2,48681
2025-04-06,MN,Cà Mau,3,28860 - 80717 - 66969 - 62950 - 68069 - 34093
2025-04-06,MN,Cà Mau,4,44918 - 53511 - 52929 - 41588 - 32293 - 37346
2025-04-06,MN,Cà Mau,5,39911 - 27297 - 28772
2025-04-06,MN,Cà Mau,6,17642 - 87638 - 12268
2025-04-06,MN,Cà Mau,7,73292 - 77095 - 69210 - 23258
2025-04-06,MN,Cà Mau,8,35287
2025-04-07,MB,Hà Nội,ĐB,42242
2025-04-07,MB,Hà Nội,1,77817
2025-04-07,MB,Hà Nội,2,26783
2025-04-07,MB,Hà Nội,3,45782 - 26366 - 67235 - 58124 - 41968 - 87807
2025-04-07,MB,Hà Nội,4,07708 - 30217 - 58098 - 85100 - 01201 - 61384
2025-04-07,MB,Hà Nội,5,10817 - 90486 - 78939
2025-04-07,MB,Hà Nội,6,26738 - 36378 - 14071
2025-04-07,MB,Hà Nội,7,62269 - 49424 - 67613 - 85142
2025-04-07,MT,Đà Nẵng,ĐB,88353
2025-04-07,MT,Đà Nẵng,1,15471
2025-04-07,MT,Đà Nẵng,2,30496
2025-04-07,MT,Đà Nẵng,3,45824 - 94123 - 44857 - 41513 - 52485 - 84160
2025-04-07,MT,Đà Nẵng,4,87030 - 97807 - 79758 - 28972 - 28231 - 25949
2025-04-07,MT,Đà Nẵng,5,76683 - 24060 - 80052
2025-04-07,MT,Đà Nẵng,6,11514 - 22329 - 61886
2025-04-07,MT,Đà Nẵng,7,62645 - 38307 - 82151 - 11810
2025-04-07,MT,Đà Nẵng,8,66687
2025-04-07,MT,Khánh Hòa,ĐB,26393
2025-04-07,MT,Khánh Hòa,1,58879
2025-04-07,MT,Khánh Hòa,2,24075
2025-04-07,MT,Khánh Hòa,3,24553 - 88285 - 05252 - 45508 - 79093 - 44626
2025-04-07,MT,Khánh Hòa,4,48788 - 34275 - 34854 - 98333 - 62896 - 19435
2025-04-07,MT,Khánh Hòa,5,38652 - 20669 - 10507
2025-04-07,MT,Khánh Hòa,6,86780 - 83419 - 46613
2025-04-07,MT,Khánh Hòa,7,99972 - 87918 - 99871 - 78496
2025-04-07,MT,Khánh Hòa,8,84553
2025-04-07,MN,TP. HCM,ĐB,30939
2025-04-07,MN,TP. HCM,1,86509
2025-04-07,MN,TP. HCM,2,23303
2025-04-07,MN,TP. HCM,3,22710 - 46379 - 51623 - 17281 - 22753 - 06007
2025-04-07,MN,TP. HCM,4,70797 - 58326 - 44655 - 32083 - 21915 - 39830
2025-04-07,MN,TP. HCM,5,92544 - 47020 - 16954
2025-04-07,MN,TP. HCM,6,47399 - 93048 - 79908
2025-04-07,MN,TP. HCM,7,20319 - 94979 - 74897 - 45792
2025-04-07,MN,TP. HCM,8,12467
2025-04-07,MN,Đồng Tháp,ĐB,84871
2025-04-07,MN,Đồng Tháp,1,38551
2025-04-07,MN,Đồng Tháp,2,01625
2025-04-07,MN,Đồng Tháp,3,69746 - 26257 - 04838 - 71473 - 20076 - 72298
2025-04-07,MN,Đồng Tháp,4,45150 - 34195 - 36527 - 24935 - 75936 - 52521
2025-04-07,MN,Đồng Tháp,5,47086 - 53141 - 59484
2025-04-07,MN,Đồng Tháp,6,69317 - 57514 - 35817
2025-04-07,MN,Đồng Tháp,7,39670 - 62168 - 66900 - 35033
2025-04-07,MN,Đồng Tháp,8,24719
2025-04-07,MN,Cà Mau,ĐB,61332
2025-04-07,MN,Cà Mau,1,25122
2025-04-07,MN,Cà Mau,2,97335
2025-04-07,MN,Cà Mau,3,45191 - 70452 - 07630 - 52027 - 03889 - 21109
2025-04-07,MN,Cà Mau,4,03985 - 98254 - 91959 - 85863 - 63107 - 85911
2025-04-07,MN,Cà Mau,5,38980 - 80234 - 17289
2025-04-07,MN,Cà Mau,6,76327 - 29586 - 77359
2025-04-07,MN,Cà Mau,7,63335 - 21929 - 02213 - 35269
2025-04-07,MN,Cà Mau,8,58429
2025-04-08,MB,Hà Nội,ĐB,70303
2025-04-08,MB,Hà Nội,1,74459
2025-04-08,MB,Hà Nội,2,29733
2025-04-08,MB,Hà Nội,3,54799 - 58047 - 75539 - 15086 - 32739 - 05049
2025-04-08,MB,Hà Nội,4,97009 - 73458 - 42851 - 48338 - 01317 - 35780
2025-04-08,MB,Hà Nội,5,19657 - 65048 - 39812
2025-04-08,MB,Hà Nội,6,00572 - 07314 - 45639
2025-04-08,MB,Hà Nội,7,41750 - 14110 - 91553 - 53296
2025-04-08,MT,Đà Nẵng,ĐB,14252
2025-04-08,MT,Đà Nẵng,1,57156
2025-04-08,MT,Đà Nẵng,2,83785
2025-04-08,MT,Đà Nẵng,3,49963 - 77017 - 05113 - 33283 - 17814 - 54501
2025-04-08,MT,Đà Nẵng,4,97008 - 39091 - 67481 - 08595 - 36621 - 81196
2025-04-08,MT,Đà Nẵng,5,27012 - 65844 - 72956
2025-04-08,MT,Đà Nẵng,6,61013 - 17559 - 68761
2025-04-08,MT,Đà Nẵng,7,13197 - 72387 - 91124 - 79238
2025-04-08,MT,Đà Nẵng,8,90502
2025-04-08,MT,Khánh Hòa,ĐB,47803
2025-04-08,MT,Khánh Hòa,1,18771
2025-04-08,MT,Khánh Hòa,2,51029
2025-04-08,MT,Khánh Hòa,3,33595 - 89016 - 55318 - 77889 - 07141 - 45196
2025-04-08,MT,Khánh Hòa,4,91678 - 73636 - 14861 - 57134 - 33999 - 90265
2025-04-08,MT,Khánh Hòa,5,06509 - 08526 - 13099
2025-04-08,MT,Khánh Hòa,6,79837 - 22298 - 63923
2025-04-08,MT,Khánh Hòa,7,95776 - 53022 - 70844 - 86852
2025-04-08,MT,Khánh Hòa,8,29646
2025-04-08,MN,TP. HCM,ĐB,84668
2025-04-08,MN,TP. HCM,1,79587
2025-04-08,MN,TP. HCM,2,98864
2025-04-08,MN,TP. HCM,3,36944 - 30904 - 30182 - 37317 - 26443 - 37583
2025-04-08,MN,TP. HCM,4,39452 - 06244 - 06648 - 62927 - 68768 - 99852
2025-04-08,MN,TP. HCM,5,05757 - 99966 - 12481
2025-04-08,MN,TP. HCM,6,83458 - 75731 - 51507
2025-04-08,MN,TP. HCM,7,23850 - 92061 - 26271 - 78868
2025-04-08,MN,TP. HCM,8,93593
2025-04-08,MN,Đồng Tháp,ĐB,05053
2025-04-08,MN,Đồng Tháp,1,38865
2025-04-08,MN,Đồng Tháp,2,17736
2025-04-08,MN,Đồng Tháp,3,18994 - 45146 - 98719 - 78004 - 08266 - 15861
2025-04-08,MN,Đồng Tháp,4,89685 - 45409 - 39282 - 86551 - 26114 - 29596
2025-04-08,MN,Đồng Tháp,5,48242 - 66927 - 49937
2025-04-08,MN,Đồng Tháp,6,51506 - 99560 - 99821
2025-04-08,MN,Đồng Tháp,7,53523 - 64114 - 37608 - 47667
2025-04-08,MN,Đồng Tháp,8,64062
2025-04-08,MN,Cà Mau,ĐB,23318
2025-04-08,MN,Cà Mau,1,75506
2025-04-08,MN,Cà Mau,2,89973
2025-04-08,MN,Cà Mau,3,25133 - 92027 - 99472 - 56258 - 80291 - 89785
2025-04-08,MN,Cà Mau,4,44826 - 78624 - 12224 - 16102 - 67587 - 21989
2025-04-08,MN,Cà Mau,5,61601 - 86265 - 18664
2025-04-08,MN,Cà Mau,6,87573 - 53341 - 83546
2025-04-08,MN,Cà Mau,7,81739 - 21004 - 99787 - 92134
