Date,Region,Province,Prize,Numbers
2026-01-01,MN,Đồng Tháp,7,52914 - 12115 - 22381 - 18310
2026-01-01,MN,Đồng Tháp,8,56171
2026-01-01,MN,Cà Mau,ĐB,53477
2026-01-01,MN,Cà Mau,1,85308
2026-01-01,MN,Cà Mau,2,05499
2026-01-01,MN,Cà Mau,3,64667 - 51520 - 03717 - 94679 - 74449 - 75100
2026-01-01,MN,Cà Mau,4,05919 - 51298 - 95414 - 93750 - 29323 - 93359
2026-01-01,MN,Cà Mau,5,85165 - 52415 - 37878
2026-01-01,MN,Cà Mau,6,30492 - 06236 - 50018
2026-01-01,MN,Cà Mau,7,54908 - 84656 - 36467 - 01330
2026-01-01,MN,Cà Mau,8,44887
2026-01-02,MB,Hà Nội,ĐB,40147
2026-01-02,MB,Hà Nội,1,66765
2026-01-02,MB,Hà Nội,2,46014
2026-01-02,MB,Hà Nội,3,62206 - 63593 - 13638 - 50846 - 73233 - 77047
2026-01-02,MB,Hà Nội,4,94734 - 31397 - 12494 - 26384 - 23152 - 66072
2026-01-02,MB,Hà Nội,5,13654 - 43086 - 07823
2026-01-02,MB,Hà Nội,6,44629 - 87057 - 09353
2026-01-02,MB,Hà Nội,7,13537 - 20104 - 93555 - 29165
2026-01-02,MT,Đà Nẵng,ĐB,24587
2026-01-02,MT,Đà Nẵng,1,90288
2026-01-02,MT,Đà Nẵng,2,80387
2026-01-02,MT,Đà Nẵng,3,71335 - 96900 - 23387 - 32975 - 53324 - 77101
2026-01-02,MT,Đà Nẵng,4,71820 - 94841 - 61868 - 89998 - 14489 - 71934
2026-01-02,MT,Đà Nẵng,5,05474 - 56883 - 40340
2026-01-02,MT,Đà Nẵng,6,14044 - 78896 - 87848
2026-01-02,MT,Đà Nẵng,7,20315 - 66222 - 89131 - 70747
2026-01-02,MT,Đà Nẵng,8,87469
2026-01-02,MT,Khánh Hòa,ĐB,05841
2026-01-02,MT,Khánh Hòa,1,81090
2026-01-02,MT,Khánh Hòa,2,89382
2026-01-02,MT,Khánh Hòa,3,88951 - 46529 - 75158 - 45587 - 18311 - 12143
2026-01-02,MT,Khánh Hòa,4,85037 - 68662 - 77255 - 58384 - 84016 - 33748
2026-01-02,MT,Khánh Hòa,5,14976 - 54175 - 75393
2026-01-02,MT,Khánh Hòa,6,86965 - 92691 - 08012
2026-01-02,MT,Khánh Hòa,7,72348 - 38282 - 24901 - 60945
2026-01-02,MT,Khánh Hòa,8,22951
2026-01-02,MN,TP. HCM,ĐB,94012
2026-01-02,MN,TP. HCM,1,41533
2026-01-02,MN,TP. HCM,2,61411
2026-01-02,MN,TP. HCM,3,43223 - 25614 - 31888 - 67500 - 58040 - 90847
2026-01-02,MN,TP. HCM,4,07303 - 24458 - 44074 - 80001 - 37862 - 94841
2026-01-02,MN,TP. HCM,5,08265 - 66929 - 65235
2026-01-02,MN,TP. HCM,6,81477 - 07384 - 01939
2026-01-02,MN,TP. HCM,7,94863 - 81309 - 15805 - 95350
2026-01-02,MN,TP. HCM,8,96220
2026-01-02,MN,Đồng Tháp,ĐB,41403
2026-01-02,MN,Đồng Tháp,1,89591
2026-01-02,MN,Đồng Tháp,2,04938
2026-01-02,MN,Đồng Tháp,3,70015 - 69980 - 06261 - 14936 - 86774 - 03949
2026-01-02,MN,Đồng Tháp,4,30255 - 90537 - 32655 - 13402 - 56682 - 21399
2026-01-02,MN,Đồng Tháp,5,63795 - 40828 - 36848
2026-01-02,MN,Đồng Tháp,6,52691 - 17050 - 22943
2026-01-02,MN,Đồng Tháp,7,20818 - 85709 - 34545 - 14691
2026-01-02,MN,Đồng Tháp,8,66550
2026-01-02,MN,Cà Mau,ĐB,95023
2026-01-02,MN,Cà Mau,1,07288
2026-01-02,MN,Cà Mau,2,08443
2026-01-02,MN,Cà Mau,3,45481 - 90928 - 80423 - 58468 - 15571 - 94451
2026-01-02,MN,Cà Mau,4,90040 - 90273 - 87506 - 89016 - 89409 - 17550
2026-01-02,MN,Cà Mau,5,54625 - 41579 - 82297
2026-01-02,MN,Cà Mau,6,08712 - 42590 - 99532
2026-01-02,MN,Cà Mau,7,40320 - 76668 - 80108 - 12219
2026-01-02,MN,Cà Mau,8,46291
2026-01-03,MB,Hà Nội,ĐB,90222
2026-01-03,MB,Hà Nội,1,53292
2026-01-03,MB,Hà Nội,2,73696
2026-01-03,MB,Hà Nội,3,23571 - 00627 - 42691 - 59158 - 54674 - 57206
2026-01-03,MB,Hà Nội,4,22891 - 64015 - 49164 - 89217 - 20363 - 00103
2026-01-03,MB,Hà Nội,5,98260 - 02622 - 18140
2026-01-03,MB,Hà Nội,6,93997 - 90335 - 73616
2026-01-03,MB,Hà Nội,7,27136 - 58579 - 58783 - 35291
2026-01-03,MT,Đà Nẵng,ĐB,11803
2026-01-03,MT,Đà Nẵng,1,60818
2026-01-03,MT,Đà Nẵng,2,56740
2026-01-03,MT,Đà Nẵng,3,61576 - 82122 - 84936 - 69308 - 68480 - 11007
2026-01-03,MT,Đà Nẵng,4,72833 - 05560 - 60819 - 13686 - 71151 - 18712
2026-01-03,MT,Đà Nẵng,5,12918 - 94991 - 30494
2026-01-03,MT,Đà Nẵng,6,16025 - 14249 - 79094
2026-01-03,MT,Đà Nẵng,7,99324 - 37297 - 68023 - 85957
2026-01-03,MT,Đà Nẵng,8,30646
2026-01-03,MT,Khánh Hòa,ĐB,88075
2026-01-03,MT,Khánh Hòa,1,69749
2026-01-03,MT,Khánh Hòa,2,70658
2026-01-03,MT,Khánh Hòa,3,13416 - 03473 - 01811 - 01859 - 27671 - 30037
2026-01-03,MT,Khánh Hòa,4,56145 - 49838 - 17905 - 63483 - 57707 - 44727
2026-01-03,MT,Khánh Hòa,5,78804 - 01332 - 04928
2026-01-03,MT,Khánh Hòa,6,12054 - 12667 - 93847
2026-01-03,MT,Khánh Hòa,7,50840 - 93834 - 35900 - 81947
2026-01-03,MT,Khánh Hòa,8,64723
2026-01-03,MN,TP. HCM,ĐB,94035
2026-01-03,MN,TP. HCM,1,72412
2026-01-03,MN,TP. HCM,2,41639
2026-01-03,MN,TP. HCM,3,71425 - 26527 - 24616 - 43653 - 48984 - 38580
2026-01-03,MN,TP. HCM,4,63776 - 25658 - 00899 - 48489 - 31453 - 25577
2026-01-03,MN,TP. HCM,5,43134 - 75237 - 19096
2026-01-03,MN,TP. HCM,6,84903 - 51034 - 81179
2026-01-03,MN,TP. HCM,7,48066 - 88518 - 87972 - 30797
2026-01-03,MN,TP. HCM,8,22932
2026-01-03,MN,Đồng Tháp,ĐB,50683
2026-01-03,MN,Đồng Tháp,1,64693
2026-01-03,MN,Đồng Tháp,2,80843
2026-01-03,MN,Đồng Tháp,3,84223 - 41732 - 85578 - 40406 - 14111 - 59083
2026-01-03,MN,Đồng Tháp,4,09438 - 33496 - 66386 - 05945 - 61549 - 48234
2026-01-03,MN,Đồng Tháp,5,29831 - 92672 - 80982
2026-01-03,MN,Đồng Tháp,6,67324 - 21014 - 48088
2026-01-03,MN,Đồng Tháp,7,44566 - 47095 - 11228 - 69119
2026-01-03,MN,Đồng Tháp,8,49391
2026-01-03,MN,Cà Mau,ĐB,79228
2026-01-03,MN,Cà Mau,1,31551
2026-01-03,MN,Cà Mau,2,44187
2026-01-03,MN,Cà Mau,3,52294 - 46541 - 22358 - 39586 - 67439 - 56102
2026-01-03,MN,Cà Mau,4,91366 - 30400 - 02206 - 07046 - 98103 - 92599
2026-01-03,MN,Cà Mau,5,04679 - 23776 - 99624
2026-01-03,MN,Cà Mau,6,33912 - 09509 - 79789
2026-01-03,MN,Cà Mau,7,39235 - 93931 - 12640 - 20140
2026-01-03,MN,Cà Mau,8,14240
2026-01-04,MB,Hà Nội,ĐB,37222
2026-01-04,MB,Hà Nội,1,72856
2026-01-04,MB,Hà Nội,2,51376
2026-01-04,MB,Hà Nội,3,78878 - 03788 - 27699 - 62154 - 58924 - 07635
2026-01-04,MB,Hà Nội,4,58938 - 33015 - 73732 - 78798 - 59356 - 15118
2026-01-04,MB,Hà Nội,5,85065 - 64727 - 26567
2026-01-04,MB,Hà Nội,6,46411 - 42128 - 62265
2026-01-04,MB,Hà Nội,7,22703 - 04146 - 52490 - 53595
2026-01-04,MT,Đà Nẵng,ĐB,72746
2026-01-04,MT,Đà Nẵng,1,16415
2026-01-04,MT,Đà Nẵng,2,92347
2026-01-04,MT,Đà Nẵng,3,08989 - 66606 - 96465 - 02566 - 34054 - 73454
2026-01-04,MT,Đà Nẵng,4,81541 - 66863 - 75623 - 65743 - 60009 - 49552
2026-01-04,MT,Đà Nẵng,5,77128 - 81118 - 67407
2026-01-04,MT,Đà Nẵng,6,84121 - 01024 - 51659
2026-01-04,MT,Đà Nẵng,7,55907 - 80561 - 22360 - 83059
2026-01-04,MT,Đà Nẵng,8,80435
2026-01-04,MT,Khánh Hòa,ĐB,16051
2026-01-04,MT,Khánh Hòa,1,75175
2026-01-04,MT,Khánh Hòa,2,43560
2026-01-04,MT,Khánh Hòa,3,43106 - 67312 - 62905 - 79366 - 32439 - 12513
2026-01-04,MT,Khánh Hòa,4,71545 - 27837 - 45338 - 84161 - 48860 - 17964
2026-01-04,MT,Khánh Hòa,5,37169 - 55494 - 89109
2026-01-04,MT,Khánh Hòa,6,17521 - 69612 - 43540
2026-01-04,MT,Khánh Hòa,7,52829 - 44130 - 67488 - 21940
2026-01-04,MT,Khánh Hòa,8,77872
2026-01-04,MN,TP. HCM,ĐB,39241
2026-01-04,MN,TP. HCM,1,91437
2026-01-04,MN,TP. HCM,2,69343
2026-01-04,MN,TP. HCM,3,25320 - 09747 - 58526 - 86492 - 69559 - 01509
2026-01-04,MN,TP. HCM,4,51595 - 06493 - 73154 - 07678 - 42100 - 65171
2026-01-04,MN,TP. HCM,5,80929 - 11470 - 22717
2026-01-04,MN,TP. HCM,6,08200 - 74124 - 94302
2026-01-04,MN,TP. HCM,7,01983 - 22735 - 13684 - 70879
2026-01-04,MN,TP. HCM,8,12841
2026-01-04,MN,Đồng Tháp,ĐB,37595
2026-01-04,MN,Đồng Tháp,1,76674
2026-01-04,MN,Đồng Tháp,2,49458
2026-01-04,MN,Đồng Tháp,3,07145 - 65079 - 10441 - 24333 - 04866 - 95224
2026-01-04,MN,Đồng Tháp,4,82893 - 49741 - 60862 - 39868 - 65456 - 33145
2026-01-04,MN,Đồng Tháp,5,97965 - 93284 - 85571
2026-01-04,MN,Đồng Tháp,6,72358 - 29108 - 94972
2026-01-04,MN,Đồng Tháp,7,18087 - 87784 - 80179 - 20019
2026-01-04,MN,Đồng Tháp,8,24306
2026-01-04,MN,Cà Mau,ĐB,53098
2026-01-04,MN,Cà Mau,1,06433
2026-01-04,MN,Cà Mau,2,52771
2026-01-04,MN,Cà Mau,3,25579 - 87314 - 33144 - 25571 - 95944 - 43536
2026-01-04,MN,Cà Mau,4,31680 - 20940 - 91058 - 68631 - 34593 - 85524
2026-01-04,MN,Cà Mau,5,28101 - 36892 - 76282
2026-01-04,MN,Cà Mau,6,93489 - 43981 - 93253
2026-01-04,MN,Cà Mau,7,05655 - 64576 - 29070 - 55773
2026-01-04,MN,Cà Mau,8,31980
2026-01-05,MB,Hà Nội,ĐB,24882
2026-01-05,MB,Hà Nội,1,14141
2026-01-05,MB,Hà Nội,2,01359
2026-01-05,MB,Hà Nội,3,39567 - 97689 - 04213 - 84049 - 81172 - 64983
2026-01-05,MB,Hà Nội,4,78602 - 12548 - 86313 - 65373 - 15746 - 17821
2026-01-05,MB,Hà Nội,5,98993 - 19460 - 48523
2026-01-05,MB,Hà Nội,6,35867 - 64893 - 72958
2026-01-05,MB,Hà Nội,7,57245 - 79343 - 87718 - 36098
2026-01-05,MT,Đà Nẵng,ĐB,23352
2026-01-05,MT,Đà Nẵng,1,42829
2026-01-05,MT,Đà Nẵng,2,06600
2026-01-05,MT,Đà Nẵng,3,47074 - 28499 - 01855 - 46099 - 62661 - 14146
2026-01-05,MT,Đà Nẵng,4,42211 - 41431 - 60194 - 74115 - 24452 - 85415
2026-01-05,MT,Đà Nẵng,5,85252 - 85550 - 39482
2026-01-05,MT,Đà Nẵng,6,59634 - 72862 - 66183
2026-01-05,MT,Đà Nẵng,7,29053 - 15133 - 79434 - 26758
2026-01-05,MT,Đà Nẵng,8,17679
2026-01-05,MT,Khánh Hòa,ĐB,10482
2026-01-05,MT,Khánh Hòa,1,51734
2026-01-05,MT,Khánh Hòa,2,39431
2026-01-05,MT,Khánh Hòa,3,14639 - 49133 - 17266 - 00548 - 36055 - 75763
2026-01-05,MT,Khánh Hòa,4,20298 - 97523 - 36976 - 16059 - 74992 - 15087
2026-01-05,MT,Khánh Hòa,5,16117 - 71144 - 77940
2026-01-05,MT,Khánh Hòa,6,74074 - 95807 - 85945
2026-01-05,MT,Khánh Hòa,7,70303 - 08389 - 47432 - 70041
2026-01-05,MT,Khánh Hòa,8,81304
2026-01-05,MN,TP. HCM,ĐB,18715
2026-01-05,MN,TP. HCM,1,08727
2026-01-05,MN,TP. HCM,2,92948
2026-01-05,MN,TP. HCM,3,72024 - 02774 - 35339 - 94116 - 79595 - 10656
2026-01-05,MN,TP. HCM,4,59672 - 36119 - 05484 - 40786 - 83678 - 38433
2026-01-05,MN,TP. HCM,5,51222 - 19244 - 69605
2026-01-05,MN,TP. HCM,6,15100 - 90189 - 03185
2026-01-05,MN,TP. HCM,7,17878 - 57429 - 47048 - 55784
2026-01-05,MN,TP. HCM,8,42267
2026-01-05,MN,Đồng Tháp,ĐB,80107
2026-01-05,MN,Đồng Tháp,1,64814
2026-01-05,MN,Đồng Tháp,2,27151
2026-01-05,MN,Đồng Tháp,3,60314 - 65581 - 61283 - 37382 - 36846 - 15792
2026-01-05,MN,Đồng Tháp,4,63471 - 69281 - 97208 - 60784 - 03874 - 23374
2026-01-05,MN,Đồng Tháp,5,41110 - 04204 - 75167
2026-01-05,MN,Đồng Tháp,6,45437 - 71383 - 19235
2026-01-05,MN,Đồng Tháp,7,04618 - 88386 - 96479 - 76987
2026-01-05,MN,Đồng Tháp,8,98128
2026-01-05,MN,Cà Mau,ĐB,05531
2026-01-05,MN,Cà Mau,1,53741
2026-01-05,MN,Cà Mau,2,32193
2026-01-05,MN,Cà Mau,3,36872 - 01095 - 59780 - 98273 - 98378 - 46389
2026-01-05,MN,Cà Mau,4,83746 - 35979 - 46269 - 50987 - 99816 - 92274
2026-01-05,MN,Cà Mau,5,91504 - 57098 - 12918
2026-01-05,MN,Cà Mau,6,98174 - 04066 - 03819
2026-01-05,MN,Cà Mau,7,94858 - 61097 - 77786 - 75367
2026-01-05,MN,Cà Mau,8,83838
2026-01-06,MB,Hà Nội,ĐB,75886
2026-01-06,MB,Hà Nội,1,18406
2026-01-06,MB,Hà Nội,2,74053
2026-01-06,MB,Hà Nội,3,83553 - 73566 - 23834 - 12218 - 43247 - 91962
2026-01-06,MB,Hà Nội,4,72831 - 82858 - 82141 - 00617 - 57556 - 22091
2026-01-06,MB,Hà Nội,5,80203 - 68492 - 99239
2026-01-06,MB,Hà Nội,6,85583 - 95910 - 63206
2026-01-06,MB,Hà Nội,7,32018 - 65655 - 94334 - 67023
2026-01-06,MT,Đà Nẵng,ĐB,22964
2026-01-06,MT,Đà Nẵng,1,38851
2026-01-06,MT,Đà Nẵng,2,92471
2026-01-06,MT,Đà Nẵng,3,88306 - 85374 - 58778 - 23608 - 38914 - 14632
2026-01-06,MT,Đà Nẵng,4,00138 - 72257 - 34116 - 85420 - 92952 - 21711
2026-01-06,MT,Đà Nẵng,5,05706 - 70976 - 20972
2026-01-06,MT,Đà Nẵng,6,19698 - 96779 - 12110
2026-01-06,MT,Đà Nẵng,7,52533 - 13422 - 96825 - 74473
2026-01-06,MT,Đà Nẵng,8,70356
2026-01-06,MT,Khánh Hòa,ĐB,30167
2026-01-06,MT,Khánh Hòa,1,85355
2026-01-06,MT,Khánh Hòa,2,25151
2026-01-06,MT,Khánh Hòa,3,24091 - 04014 - 56677 - 10074 - 52795 - 43531
2026-01-06,MT,Khánh Hòa,4,66781 - 53922 - 16615 - 91431 - 74460 - 44407
2026-01-06,MT,Khánh Hòa,5,77133 - 33141 - 97441
2026-01-06,MT,Khánh Hòa,6,33831 - 30900 - 89878
2026-01-06,MT,Khánh Hòa,7,87672 - 28299 - 29279 - 62031
2026-01-06,MT,Khánh Hòa,8,11630
2026-01-06,MN,TP. HCM,ĐB,34969
2026-01-06,MN,TP. HCM,1,46579
2026-01-06,MN,TP. HCM,2,76160
2026-01-06,MN,TP. HCM,3,61012 - 54696 - 36055 - 04755 - 58173 - 06575
2026-01-06,MN,TP. HCM,4,22390 - 68852 - 67553 - 75287 - 17222 - 34400
2026-01-06,MN,TP. HCM,5,61226 - 02090 - 76799
2026-01-06,MN,TP. HCM,6,90543 - 47480 - 22481
2026-01-06,MN,TP. HCM,7,99455 - 97887 - 36576 - 60169
2026-01-06,MN,TP. HCM,8,64732
2026-01-06,MN,Đồng Tháp,ĐB,68285
2026-01-06,MN,Đồng Tháp,1,75590
2026-01-06,MN,Đồng Tháp,2,46089
2026-01-06,MN,Đồng Tháp,3,91934 - 44907 - 01788 - 33386 - 00388 - 29557
2026-01-06,MN,Đồng Tháp,4,21304 - 14235 - 97759 - 81019 - 91468 - 42495
2026-01-06,MN,Đồng Tháp,5,32234 - 40568 - 20940
2026-01-06,MN,Đồng Tháp,6,06297 - 42634 - 58802
2026-01-06,MN,Đồng Tháp,7,88396 - 98243 - 74597 - 66371
2026-01-06,MN,Đồng Tháp,8,21147
2026-01-06,MN,Cà Mau,ĐB,14446
2026-01-06,MN,Cà Mau,1,82280
2026-01-06,MN,Cà Mau,2,45165
2026-01-06,MN,Cà Mau,3,02011 - 85544 - 61922 - 09479 - 84793 - 88655
2026-01-06,MN,Cà Mau,4,90573 - 88998 - 08374 - 69464 - 65559 - 19873
2026-01-06,MN,Cà Mau,5,11404 - 20791 - 50343
2026-01-06,MN,Cà Mau,6,17820 - 94434 - 42788
2026-01-06,MN,Cà Mau,7,78514 - 59467 - 99297 - 36261
2026-01-06,MN,Cà Mau,8,51543
2026-01-07,MB,Hà Nội,ĐB,42887
2026-01-07,MB,Hà Nội,1,36542
2026-01-07,MB,Hà Nội,2,68305
2026-01-07,MB,Hà Nội,3,56241 - 93872 - 74468 - 54451 - 49270 - 20233
2026-01-07,MB,Hà Nội,4,22633 - 80340 - 04753 - 95897 - 29360 - 54919
2026-01-07,MB,Hà Nội,5,45035 - 68002 - 51644
2026-01-07,MB,Hà Nội,6,75035 - 08995 - 47725
2026-01-07,MB,Hà Nội,7,93307 - 16080 - 58108 - 43179
2026-01-07,MT,Đà Nẵng,ĐB,99338
2026-01-07,MT,Đà Nẵng,1,88486
2026-01-07,MT,Đà Nẵng,2,65857
2026-01-07,MT,Đà Nẵng,3,94999 - 55831 - 10626 - 75576 - 17088 - 53946
2026-01-07,MT,Đà Nẵng,4,29762 - 98019 - 56224 - 29349 - 15896 - 85369
2026-01-07,MT,Đà Nẵng,5,34017 - 13874 - 06321
2026-01-07,MT,Đà Nẵng,6,89018 - 40053 - 51065
2026-01-07,MT,Đà Nẵng,7,03566 - 53969 - 30087 - 00099
2026-01-07,MT,Đà Nẵng,8,39864
2026-01-07,MT,Khánh Hòa,ĐB,15347
2026-01-07,MT,Khánh Hòa,1,84968
2026-01-07,MT,Khánh Hòa,2,02156
2026-01-07,MT,Khánh Hòa,3,18691 - 96660 - 01660 - 74839 - 19017 - 53878
2026-01-07,MT,Khánh Hòa,4,34480 - 79129 - 33316 - 75090 - 98454 - 59483
2026-01-07,MT,Khánh Hòa,5,91156 - 27071 - 53646
2026-01-07,MT,Khánh Hòa,6,24202 - 00426 - 37155
2026-01-07,MT,Khánh Hòa,7,30521 - 75661 - 19044 - 31526
2026-01-07,MT,Khánh Hòa,8,14474
2026-01-07,MN,TP. HCM,ĐB,68851
2026-01-07,MN,TP. HCM,1,18315
2026-01-07,MN,TP. HCM,2,03232
2026-01-07,MN,TP. HCM,3,23143 - 86063 - 50888 - 75604 - 94799 - 46682
2026-01-07,MN,TP. HCM,4,01245 - 38650 - 74286 - 30847 - 48257 - 02513
2026-01-07,MN,TP. HCM,5,29139 - 01304 - 12219
2026-01-07,MN,TP. HCM,6,67715 - 56013 - 55737
2026-01-07,MN,TP. HCM,7,51314 - 04721 - 89917 - 29225
2026-01-07,MN,TP. HCM,8,08645
2026-01-07,MN,Đồng Tháp,ĐB,24708
2026-01-07,MN,Đồng Tháp,1,95683
2026-01-07,MN,Đồng Tháp,2,46094
2026-01-07,MN,Đồng Tháp,3,16930 - 76459 - 07696 - 04525 - 68300 - 22597
2026-01-07,MN,Đồng Tháp,4,91024 - 61388 - 86139 - 67141 - 03681 - 55824
2026-01-07,MN,Đồng Tháp,5,98627 - 09410 - 99541
2026-01-07,MN,Đồng Tháp,6,40744 - 29417 - 59922
2026-01-07,MN,Đồng Tháp,7,14531 - 14498 - 04713 - 37572
2026-01-07,MN,Đồng Tháp,8,50833
2026-01-07,MN,Cà Mau,ĐB,04879
2026-01-07,MN,Cà Mau,1,01456
2026-01-07,MN,Cà Mau,2,12313
2026-01-07,MN,Cà Mau,3,05772 - 89654 - 07208 - 15269 - 09859 - 33450
2026-01-07,MN,Cà Mau,4,83168 - 14901 - 04048 - 77493 - 59784 - 44896
2026-01-07,MN,Cà Mau,5,51144 - 94542 - 66170
2026-01-07,MN,Cà Mau,6,89577 - 76255 - 75139
2026-01-07,MN,Cà Mau,7,70453 - 88359 - 49928 - 12617
2026-01-07,MN,Cà Mau,8,55664
2026-01-08,MB,Hà Nội,ĐB,97701
2026-01-08,MB,Hà Nội,1,16362
2026-01-08,MB,Hà Nội,2,80607
2026-01-08,MB,Hà Nội,3,88798 - 99923 - 62976 - 07444 - 20061 - 06060
2026-01-08,MB,Hà Nội,4,22189 - 69204 - 68925 - 63278 - 96575 - 84921
2026-01-08,MB,Hà Nội,5,14188 - 07602 - 19900
2026-01-08,MB,Hà Nội,6,75061 - 92964 - 90171
2026-01-08,MB,Hà Nội,7,66885 - 85891 - 90199 - 85204
2026-01-08,MT,Đà Nẵng,ĐB,75465
2026-01-08,MT,Đà Nẵng,1,09963
2026-01-08,MT,Đà Nẵng,2,79713
2026-01-08,MT,Đà Nẵng,3,07853 - 29135 - 54263 - 32969 - 69336 - 43284
2026-01-08,MT,Đà Nẵng,4,57037 - 04743 - 18945 - 79129 - 51221 - 91526
2026-01-08,MT,Đà Nẵng,5,48388 - 62506 - 97336
2026-01-08,MT,Đà Nẵng,6,11320 - 21727 - 73828
2026-01-08,MT,Đà Nẵng,7,15190 - 53326 - 53199 - 61976
2026-01-08,MT,Đà Nẵng,8,95608
2026-01-08,MT,Khánh Hòa,ĐB,84433
2026-01-08,MT,Khánh Hòa,1,29849
2026-01-08,MT,Khánh Hòa,2,29815
2026-01-08,MT,Khánh Hòa,3,80623 - 11834 - 06828 - 44608 - 91578 - 62453
2026-01-08,MT,Khánh Hòa,4,37997 - 11152 - 46020 - 10581 - 26194 - 01768
2026-01-08,MT,Khánh Hòa,5,07091 - 45039 - 20989
2026-01-08,MT,Khánh Hòa,6,27416 - 03736 - 65687
2026-01-08,MT,Khánh Hòa,7,33981 - 49480 - 47765 - 59958
2026-01-08,MT,Khánh Hòa,8,80161
2026-01-08,MN,TP. HCM,ĐB,66716
2026-01-08,MN,TP. HCM,1,67443
2026-01-08,MN,TP. HCM,2,43581
2026-01-08,MN,TP. HCM,3,48352 - 20472 - 97030 - 98212 - 09251 - 45058
2026-01-08,MN,TP. HCM,4,87495 - 00948 - 59884 - 72914 - 64115 - 91547
2026-01-08,MN,TP. HCM,5,89723 - 90571 - 16479
2026-01-08,MN,TP. HCM,6,94530 - 58073 - 49185
2026-01-08,MN,TP. HCM,7,46539 - 09157 - 74616 - 07708
2026-01-08,MN,TP. HCM,8,06914
2026-01-08,MN,Đồng Tháp,ĐB,16519
2026-01-08,MN,Đồng Tháp,1,46576
2026-01-08,MN,Đồng Tháp,2,85732
2026-01-08,MN,Đồng Tháp,3,56450 - 47095 - 21255 - 13548 - 84844 - 10312
2026-01-08,MN,Đồng Tháp,4,93018 - 89559 - 37421 - 29403 - 28255 - 86190
2026-01-08,MN,Đồng Tháp,5,37251 - 74553 - 92323
2026-01-08,MN,Đồng Tháp,6,74612 - 98578 - 54423
2026-01-08,MN,Đồng Tháp,7,09768 - 46271 - 43719 - 94062
2026-01-08,MN,Đồng Tháp,8,25832
2026-01-08,MN,Cà Mau,ĐB,71566
2026-01-08,MN,Cà Mau,1,34424
2026-01-08,MN,Cà Mau,2,00394
2026-01-08,MN,Cà Mau,3,52313 - 12096 - 14791 - 55584 - 49747 - 44484
2026-01-08,MN,Cà Mau,4,96292 - 14456 - 25146 - 78433 - 94853 - 14984
2026-01-08,MN,Cà Mau,5,38280 - 38431 - 94920
2026-01-08,MN,Cà Mau,6,16483 - 60097 - 23930
2026-01-08,MN,Cà Mau,7,06606 - 82291 - 35277 - 81588
