Date,Region,Province,Prize,Numbers
2025-01-03,MT,Đà Nẵng,7,83246 - 00527 - 98112 - 73137
2025-01-03,MT,Đà Nẵng,8,49446
2025-01-03,MT,Khánh Hòa,ĐB,21535
2025-01-03,MT,Khánh Hòa,1,37686
2025-01-03,MT,Khánh Hòa,2,93913
2025-01-03,MT,Khánh Hòa,3,80529 - 51030 - 64218 - 42277 - 09038 - 78900
2025-01-03,MT,Khánh Hòa,4,44208 - 45521 - 30918 - 39497 - 04798 - 05199
2025-01-03,MT,Khánh Hòa,5,37336 - 70693 - 75585
2025-01-03,MT,Khánh Hòa,6,08609 - 51537 - 45171
2025-01-03,MT,Khánh Hòa,7,79710 - 71116 - 96634 - 23212
2025-01-03,MT,Khánh Hòa,8,07694
2025-01-03,MN,TP. HCM,ĐB,05171
2025-01-03,MN,TP. HCM,1,54728
2025-01-03,MN,TP. HCM,2,49553
2025-01-03,MN,TP. HCM,3,06438 - 03878 - 38141 - 39946 - 12363 - 60989
2025-01-03,MN,TP. HCM,4,84409 - 87849 - 79475 - 21911 - 59265 - 46261
2025-01-03,MN,TP. HCM,5,82170 - 09125 - 58287
2025-01-03,MN,TP. HCM,6,91462 - 81379 - 66384
2025-01-03,MN,TP. HCM,7,01696 - 95565 - 80276 - 08162
2025-01-03,MN,TP. HCM,8,41081
2025-01-03,MN,Đồng Tháp,ĐB,46640
2025-01-03,MN,Đồng Tháp,1,32628
2025-01-03,MN,Đồng Tháp,2,85070
2025-01-03,MN,Đồng Tháp,3,21682 - 38896 - 48851 - 47730 - 64409 - 74624
2025-01-03,MN,Đồng Tháp,4,92454 - 69409 - 09448 - 22805 - 35337 - 98775
2025-01-03,MN,Đồng Tháp,5,38662 - 68551 - 34363
2025-01-03,MN,Đồng Tháp,6,66566 - 46331 - 30005
2025-01-03,MN,Đồng Tháp,7,75267 - 94073 - 11144 - 32036
2025-01-03,MN,Đồng Tháp,8,16620
2025-01-03,MN,Cà Mau,ĐB,33318
2025-01-03,MN,Cà Mau,1,86597
2025-01-03,MN,Cà Mau,2,94937
2025-01-03,MN,Cà Mau,3,59764 - 97337 - 58975 - 93466 - 47269 - 95606
2025-01-03,MN,Cà Mau,4,68533 - 23243 - 97515 - 95735 - 96562 - 48156
2025-01-03,MN,Cà Mau,5,81544 - 15561 - 79303
2025-01-03,MN,Cà Mau,6,80909 - 56221 - 35017
2025-01-03,MN,Cà Mau,7,83736 - 92485 - 73624 - 54633
2025-01-03,MN,Cà Mau,8,51419
2025-01-04,MB,Hà Nội,ĐB,72266
2025-01-04,MB,Hà Nội,1,17730
2025-01-04,MB,Hà Nội,2,45959
2025-01-04,MB,Hà Nội,3,92091 - 41366 - 85648 - 08293 - 52033 - 43713
2025-01-04,MB,Hà Nội,4,19346 - 17454 - 09391 - 68461 - 42437 - 24452
2025-01-04,MB,Hà Nội,5,47430 - 97019 - 63674
2025-01-04,MB,Hà Nội,6,95127 - 16064 - 92952
2025-01-04,MB,Hà Nội,7,78347 - 72228 - 00193 - 53090
2025-01-04,MT,Đà Nẵng,ĐB,85256
2025-01-04,MT,Đà Nẵng,1,09639
2025-01-04,MT,Đà Nẵng,2,58076
2025-01-04,MT,Đà Nẵng,3,90617 - 22936 - 98679 - 77049 - 95571 - 95592
2025-01-04,MT,Đà Nẵng,4,74167 - 10599 - 75458 - 23113 - 51599 - 01127
2025-01-04,MT,Đà Nẵng,5,77351 - 62959 - 03024
2025-01-04,MT,Đà Nẵng,6,78568 - 66880 - 10722
2025-01-04,MT,Đà Nẵng,7,25493 - 70804 - 80918 - 71880
2025-01-04,MT,Đà Nẵng,8,14176
2025-01-04,MT,Khánh Hòa,ĐB,56577
2025-01-04,MT,Khánh Hòa,1,27098
2025-01-04,MT,Khánh Hòa,2,71971
2025-01-04,MT,Khánh Hòa,3,96863 - 74275 - 75777 - 87778 - 45749 - 20812
2025-01-04,MT,Khánh Hòa,4,78911 - 70452 - 72664 - 29726 - 89916 - 00587
2025-01-04,MT,Khánh Hòa,5,16372 - 93944 - 16917
2025-01-04,MT,Khánh Hòa,6,06152 - 58578 - 94110
2025-01-04,MT,Khánh Hòa,7,20411 - 89305 - 08429 - 59732
2025-01-04,MT,Khánh Hòa,8,19848
2025-01-04,MN,TP. HCM,ĐB,81759
2025-01-04,MN,TP. HCM,1,02809
2025-01-04,MN,TP. HCM,2,82666
2025-01-04,MN,TP. HCM,3,52914 - 09638 - 35538 - 00325 - 98007 - 55235
2025-01-04,MN,TP. HCM,4,44440 - 47201 - 14437 - 01870 - 08713 - 27248
2025-01-04,MN,TP. HCM,5,34934 - 04858 - 03878
2025-01-04,MN,TP. HCM,6,87005 - 08083 - 85182
2025-01-04,MN,TP. HCM,7,47469 - 64068 - 83124 - 88868
2025-01-04,MN,TP. HCM,8,79557
2025-01-04,MN,Đồng Tháp,ĐB,97733
2025-01-04,MN,Đồng Tháp,1,06815
2025-01-04,MN,Đồng Tháp,2,80352
2025-01-04,MN,Đồng Tháp,3,38593 - 31222 - 09253 - 42276 - 84295 - 79003
2025-01-04,MN,Đồng Tháp,4,53774 - 10886 - 98723 - 33578 - 59022 - 23602
2025-01-04,MN,Đồng Tháp,5,33899 - 47816 - 23083
2025-01-04,MN,Đồng Tháp,6,30690 - 08125 - 09925
2025-01-04,MN,Đồng Tháp,7,11565 - 00873 - 16451 - 00029
2025-01-04,MN,Đồng Tháp,8,84504
2025-01-04,MN,Cà Mau,ĐB,49595
2025-01-04,MN,Cà Mau,1,43600
2025-01-04,MN,Cà Mau,2,54881
2025-01-04,MN,Cà Mau,3,69818 - 65688 - 14292 - 82569 - 32000 - 19119
2025-01-04,MN,Cà Mau,4,48145 - 40451 - 22286 - 06639 - 59086 - 31469
2025-01-04,MN,Cà Mau,5,69834 - 96952 - 01573
2025-01-04,MN,Cà Mau,6,87472 - 43861 - 01401
2025-01-04,MN,Cà Mau,7,82537 - 96319 - 06551 - 48868
2025-01-04,MN,Cà Mau,8,10188
2025-01-05,MB,Hà Nội,ĐB,84709
2025-01-05,MB,Hà Nội,1,91392
2025-01-05,MB,Hà Nội,2,85515
2025-01-05,MB,Hà Nội,3,99063 - 04110 - 37669 - 21134 - 08430 - 29644
2025-01-05,MB,Hà Nội,4,22969 - 16453 - 56553 - 79177 - 48782 - 48957
2025-01-05,MB,Hà Nội,5,46190 - 11960 - 89883
2025-01-05,MB,Hà Nội,6,78587 - 59306 - 81571
2025-01-05,MB,Hà Nội,7,86177 - 85623 - 97487 - 13323
2025-01-05,MT,Đà Nẵng,ĐB,08337
2025-01-05,MT,Đà Nẵng,1,93465
2025-01-05,MT,Đà Nẵng,2,34894
2025-01-05,MT,Đà Nẵng,3,36247 - 95569 - 09267 - 81006 - 64406 - 42875
2025-01-05,MT,Đà Nẵng,4,89634 - 73016 - 10216 - 07213 - 20231 - 12398
2025-01-05,MT,Đà Nẵng,5,19806 - 41095 - 35944
2025-01-05,MT,Đà Nẵng,6,59807 - 80463 - 63589
2025-01-05,MT,Đà Nẵng,7,11288 - 39801 - 31552 - 15372
2025-01-05,MT,Đà Nẵng,8,00129
2025-01-05,MT,Khánh Hòa,ĐB,74359
2025-01-05,MT,Khánh Hòa,1,56559
2025-01-05,MT,Khánh Hòa,2,18217
2025-01-05,MT,Khánh Hòa,3,31520 - 34873 - 60264 - 25458 - 83773 - 38499
2025-01-05,MT,Khánh Hòa,4,42299 - 79022 - 87420 - 41055 - 20618 - 87450
2025-01-05,MT,Khánh Hòa,5,40480 - 33977 - 97145
2025-01-05,MT,Khánh Hòa,6,72206 - 52067 - 48771
2025-01-05,MT,Khánh Hòa,7,22473 - 94803 - 01037 - 38044
2025-01-05,MT,Khánh Hòa,8,23655
2025-01-05,MN,TP. HCM,ĐB,66396
2025-01-05,MN,TP. HCM,1,13505
2025-01-05,MN,TP. HCM,2,93502
2025-01-05,MN,TP. HCM,3,06685 - 68242 - 63493 - 21485 - 90547 - 47885
2025-01-05,MN,TP. HCM,4,42716 - 60711 - 28433 - 36601 - 44331 - 32957
2025-01-05,MN,TP. HCM,5,50560 - 04333 - 24045
2025-01-05,MN,TP. HCM,6,69823 - 67493 - 38990
2025-01-05,MN,TP. HCM,7,52026 - 94495 - 90093 - 44545
2025-01-05,MN,TP. HCM,8,75741
2025-01-05,MN,Đồng Tháp,ĐB,04627
2025-01-05,MN,Đồng Tháp,1,80939
2025-01-05,MN,Đồng Tháp,2,33989
2025-01-05,MN,Đồng Tháp,3,93446 - 68988 - 43107 - 33717 - 76851 - 60440
2025-01-05,MN,Đồng Tháp,4,70184 - 55463 - 42937 - 63095 - 49766 - 61640
2025-01-05,MN,Đồng Tháp,5,81219 - 84411 - 75382
2025-01-05,MN,Đồng Tháp,6,40614 - 45180 - 46908
2025-01-05,MN,Đồng Tháp,7,46464 - 52729 - 72264 - 95621
2025-01-05,MN,Đồng Tháp,8,19613
2025-01-05,MN,Cà Mau,ĐB,46067
2025-01-05,MN,Cà Mau,1,12916
2025-01-05,MN,Cà Mau,2,03172
2025-01-05,MN,Cà Mau,3,43636 - 87977 - 64225 - 34899 - 31045 - 70783
2025-01-05,MN,Cà Mau,4,63041 - 40786 - 77551 - 87198 - 88849 - 14669
2025-01-05,MN,Cà Mau,5,78054 - 72379 - 81749
2025-01-05,MN,Cà Mau,6,36349 - 36868 - 37433
2025-01-05,MN,Cà Mau,7,80776 - 57761 - 23350 - 83789
2025-01-05,MN,Cà Mau,8,53314
2025-01-06,MB,Hà Nội,ĐB,37425
2025-01-06,MB,Hà Nội,1,21497
2025-01-06,MB,Hà Nội,2,10305
2025-01-06,MB,Hà Nội,3,95837 - 62230 - 49703 - 75747 - 95562 - 77359
2025-01-06,MB,Hà Nội,4,29504 - 22040 - 77484 - 03558 - 30324 - 82408
2025-01-06,MB,Hà Nội,5,44039 - 69122 - 31006
2025-01-06,MB,Hà Nội,6,29037 - 99588 - 87258
2025-01-06,MB,Hà Nội,7,26970 - 46457 - 91054 - 44148
2025-01-06,MT,Đà Nẵng,ĐB,61955
2025-01-06,MT,Đà Nẵng,1,78375
2025-01-06,MT,Đà Nẵng,2,48032
2025-01-06,MT,Đà Nẵng,3,78249 - 88090 - 43299 - 57651 - 57562 - 16242
2025-01-06,MT,Đà Nẵng,4,54606 - 06739 - 37468 - 11532 - 69546 - 50470
2025-01-06,MT,Đà Nẵng,5,31727 - 74570 - 53723
2025-01-06,MT,Đà Nẵng,6,47942 - 92669 - 04056
2025-01-06,MT,Đà Nẵng,7,81140 - 71159 - 48690 - 31098
2025-01-06,MT,Đà Nẵng,8,00393
2025-01-06,MT,Khánh Hòa,ĐB,05455
2025-01-06,MT,Khánh Hòa,1,51576
2025-01-06,MT,Khánh Hòa,2,39075
2025-01-06,MT,Khánh Hòa,3,61447 - 72398 - 32011 - 22850 - 11986 - 41231
2025-01-06,MT,Khánh Hòa,4,38897 - 11553 - 26343 - 21003 - 63133 - 46722
2025-01-06,MT,Khánh Hòa,5,67743 - 84798 - 27607
2025-01-06,MT,Khánh Hòa,6,92159 - 05362 - 14682
2025-01-06,MT,Khánh Hòa,7,55792 - 86123 - 86040 - 38125
2025-01-06,MT,Khánh Hòa,8,49020
2025-01-06,MN,TP. HCM,ĐB,34293
2025-01-06,MN,TP. HCM,1,62198
2025-01-06,MN,TP. HCM,2,93118
2025-01-06,MN,TP. HCM,3,13255 - 91678 - 78873 - 27598 - 64301 - 86963
2025-01-06,MN,TP. HCM,4,15826 - 45858 - 47716 - 69904 - 35722 - 41110
2025-01-06,MN,TP. HCM,5,70737 - 58283 - 15020
2025-01-06,MN,TP. HCM,6,07942 - 88851 - 40049
2025-01-06,MN,TP. HCM,7,44695 - 31116 - 52671 - 45462
2025-01-06,MN,TP. HCM,8,03367
2025-01-06,MN,Đồng Tháp,ĐB,88060
2025-01-06,MN,Đồng Tháp,1,95582
2025-01-06,MN,Đồng Tháp,2,58290
2025-01-06,MN,Đồng Tháp,3,52015 - 82006 - 09715 - 62753 - 96199 - 48861
2025-01-06,MN,Đồng Tháp,4,52886 - 71212 - 47203 - 56357 - 00053 - 38342
2025-01-06,MN,Đồng Tháp,5,23515 - 26976 - 48256
2025-01-06,MN,Đồng Tháp,6,86738 - 40952 - 53076
2025-01-06,MN,Đồng Tháp,7,14835 - 55527 - 64215 - 81332
2025-01-06,MN,Đồng Tháp,8,96893
2025-01-06,MN,Cà Mau,ĐB,56638
2025-01-06,MN,Cà Mau,1,92435
2025-01-06,MN,Cà Mau,2,66340
2025-01-06,MN,Cà Mau,3,97908 - 19917 - 89611 - 39280 - 58014 - 04672
2025-01-06,MN,Cà Mau,4,80333 - 85624 - 81649 - 42640 - 55753 - 35792
2025-01-06,MN,Cà Mau,5,40449 - 93516 - 34191
2025-01-06,MN,Cà Mau,6,30780 - 37761 - 23242
2025-01-06,MN,Cà Mau,7,76535 - 39392 - 38430 - 03097
2025-01-06,MN,Cà Mau,8,39640
2025-01-07,MB,Hà Nội,ĐB,38613
2025-01-07,MB,Hà Nội,1,68495
2025-01-07,MB,Hà Nội,2,95380
2025-01-07,MB,Hà Nội,3,07910 - 20742 - 12039 - 38591 - 61675 - 86427
2025-01-07,MB,Hà Nội,4,58818 - 51324 - 29610 - 67884 - 80580 - 78712
2025-01-07,MB,Hà Nội,5,65826 - 04533 - 86714
2025-01-07,MB,Hà Nội,6,26150 - 65810 - 74914
2025-01-07,MB,Hà Nội,7,20282 - 96596 - 95362 - 43237
2025-01-07,MT,Đà Nẵng,ĐB,30114
2025-01-07,MT,Đà Nẵng,1,46944
2025-01-07,MT,Đà Nẵng,2,31436
2025-01-07,MT,Đà Nẵng,3,27919 - 53682 - 78891 - 88487 - 23364 - 60559
2025-01-07,MT,Đà Nẵng,4,02438 - 76753 - 40659 - 47372 - 01833 - 87216
2025-01-07,MT,Đà Nẵng,5,36521 - 67036 - 36556
2025-01-07,MT,Đà Nẵng,6,56327 - 64310 - 33114
2025-01-07,MT,Đà Nẵng,7,80202 - 37130 - 71271 - 43958
2025-01-07,MT,Đà Nẵng,8,34655
2025-01-07,MT,Khánh Hòa,ĐB,30041
2025-01-07,MT,Khánh Hòa,1,54543
2025-01-07,MT,Khánh Hòa,2,97036
2025-01-07,MT,Khánh Hòa,3,61235 - 77944 - 56843 - 95845 - 96024 - 29828
2025-01-07,MT,Khánh Hòa,4,68495 - 36615 - 04636 - 97663 - 34984 - 75718
2025-01-07,MT,Khánh Hòa,5,30281 - 81782 - 00539
2025-01-07,MT,Khánh Hòa,6,00881 - 05506 - 04598
2025-01-07,MT,Khánh Hòa,7,66409 - 44227 - 85725 - 43091
2025-01-07,MT,Khánh Hòa,8,90380
2025-01-07,MN,TP. HCM,ĐB,31008
2025-01-07,MN,TP. HCM,1,13821
2025-01-07,MN,TP. HCM,2,11333
2025-01-07,MN,TP. HCM,3,75565 - 73979 - 91818 - 54317 - 74711 - 78152
2025-01-07,MN,TP. HCM,4,93477 - 72160 - 71246 - 70490 - 34247 - 94369
2025-01-07,MN,TP. HCM,5,10584 - 35273 - 54399
2025-01-07,MN,TP. HCM,6,66572 - 71287 - 50366
2025-01-07,MN,TP. HCM,7,63818 - 57279 - 25934 - 98352
2025-01-07,MN,TP. HCM,8,08886
2025-01-07,MN,Đồng Tháp,ĐB,68680
2025-01-07,MN,Đồng Tháp,1,69988
2025-01-07,MN,Đồng Tháp,2,03492
2025-01-07,MN,Đồng Tháp,3,43008 - 42071 - 60428 - 85093 - 29430 - 69295
2025-01-07,MN,Đồng Tháp,4,48410 - 14669 - 50210 - 84312 - 21116 - 01779
2025-01-07,MN,Đồng Tháp,5,82858 - 69653 - 97688
2025-01-07,MN,Đồng Tháp,6,59069 - 22355 - 43336
2025-01-07,MN,Đồng Tháp,7,11131 - 28011 - 48020 - 54600
2025-01-07,MN,Đồng Tháp,8,48783
2025-01-07,MN,Cà Mau,ĐB,74521
2025-01-07,MN,Cà Mau,1,68754
2025-01-07,MN,Cà Mau,2,91374
2025-01-07,MN,Cà Mau,3,29301 - 28684 - 01167 - 62592 - 92540 - 37673
2025-01-07,MN,Cà Mau,4,83084 - 41193 - 92658 - 95686 - 67502 - 70970
2025-01-07,MN,Cà Mau,5,51596 - 64811 - 23689
2025-01-07,MN,Cà Mau,6,93144 - 68683 - 08195
2025-01-07,MN,Cà Mau,7,40167 - 27814 - 81110 - 40969
2025-01-07,MN,Cà Mau,8,44546
2025-01-08,MB,Hà Nội,ĐB,43708
2025-01-08,MB,Hà Nội,1,73927
2025-01-08,MB,Hà Nội,2,96318
2025-01-08,MB,Hà Nội,3,78999 - 21349 - 33129 - 10411 - 04932 - 29406
2025-01-08,MB,Hà Nội,4,37546 - 95296 - 40612 - 21499 - 45256 - 97111
2025-01-08,MB,Hà Nội,5,45710 - 27314 - 89887
2025-01-08,MB,Hà Nội,6,36657 - 72471 - 36530
2025-01-08,MB,Hà Nội,7,23689 - 64206 - 04847 - 74311
2025-01-08,MT,Đà Nẵng,ĐB,82342
2025-01-08,MT,Đà Nẵng,1,74766
2025-01-08,MT,Đà Nẵng,2,78595
2025-01-08,MT,Đà Nẵng,3,07536 - 67887 - 98427 - 60339 - 58373 - 46195
2025-01-08,MT,Đà Nẵng,4,66907 - 67467 - 53888 - 19896 - 17063 - 40071
2025-01-08,MT,Đà Nẵng,5,50872 - 46705 - 98303
2025-01-08,MT,Đà Nẵng,6,09762 - 24696 - 31738
2025-01-08,MT,Đà Nẵng,7,25720 - 13005 - 30191 - 72441
2025-01-08,MT,Đà Nẵng,8,45325
2025-01-08,MT,Khánh Hòa,ĐB,59186
2025-01-08,MT,Khánh Hòa,1,07725
2025-01-08,MT,Khánh Hòa,2,88816
2025-01-08,MT,Khánh Hòa,3,06735 - 41940 - 75655 - 94065 - 29519 - 18727
2025-01-08,MT,Khánh Hòa,4,86743 - 07430 - 78700 - 96853 - 35036 - 54894
2025-01-08,MT,Khánh Hòa,5,91605 - 21855 - 23780
2025-01-08,MT,Khánh Hòa,6,69674 - 02962 - 79990
2025-01-08,MT,Khánh Hòa,7,74117 - 74696 - 78083 - 36936
2025-01-08,MT,Khánh Hòa,8,41708
2025-01-08,MN,TP. HCM,ĐB,06774
2025-01-08,MN,TP. HCM,1,43591
2025-01-08,MN,TP. HCM,2,04049
2025-01-08,MN,TP. HCM,3,24897 - 26065 - 13526 - 07514 - 46293 - 80350
2025-01-08,MN,TP. HCM,4,03121 - 92138 - 59636 - 20243 - 80032 - 76924
2025-01-08,MN,TP. HCM,5,02918 - 65550 - 79377
2025-01-08,MN,TP. HCM,6,76191 - 66095 - 41231
2025-01-08,MN,TP. HCM,7,88962 - 96967 - 80308 - 59463
2025-01-08,MN,TP. HCM,8,56232
2025-01-08,MN,Đồng Tháp,ĐB,22998
2025-01-08,MN,Đồng Tháp,1,16023
2025-01-08,MN,Đồng Tháp,2,01381
2025-01-08,MN,Đồng Tháp,3,80329 - 49270 - 05744 - 07760 - 97667 - 07743
2025-01-08,MN,Đồng Tháp,4,13770 - 96942 - 17921 - 65467 - 64491 - 60181
2025-01-08,MN,Đồng Tháp,5,04691 - 61205 - 47991
2025-01-08,MN,Đồng Tháp,6,29451 - 57323 - 78823
2025-01-08,MN,Đồng Tháp,7,11271 - 72292 - 34937 - 70347
2025-01-08,MN,Đồng Tháp,8,91826
2025-01-08,MN,Cà Mau,ĐB,37239
2025-01-08,MN,Cà Mau,1,57630
2025-01-08,MN,Cà Mau,2,26727
2025-01-08,MN,Cà Mau,3,37262 - 69164 - 29193 - 33403 - 11775 - 48311
2025-01-08,MN,Cà Mau,4,19448 - 47763 - 86005 - 63836 - 27476 - 67548
2025-01-08,MN,Cà Mau,5,65767 - 93225 - 92600
2025-01-08,MN,Cà Mau,6,24511 - 21465 - 13704
2025-01-08,MN,Cà Mau,7,32209 - 32510 - 65212 - 80823
