Date,Region,Province,Prize,Numbers
2025-10-02,MT,Đà Nẵng,5,36344 - 55502 - 74321
2025-10-02,MT,Đà Nẵng,6,18875 - 90711 - 18208
2025-10-02,MT,Đà Nẵng,7,96171 - 64151 - 30802 - 65161
2025-10-02,MT,Đà Nẵng,8,71149
2025-10-02,MT,Khánh Hòa,ĐB,41125
2025-10-02,MT,Khánh Hòa,1,06705
2025-10-02,MT,Khánh Hòa,2,41329
2025-10-02,MT,Khánh Hòa,3,15850 - 18433 - 28235 - 25247 - 26141 - 95063
2025-10-02,MT,Khánh Hòa,4,77189 - 22116 - 25456 - 92643 - 39122 - 90581
2025-10-02,MT,Khánh Hòa,5,84213 - 45541 - 66794
2025-10-02,MT,Khánh Hòa,6,08129 - 62693 - 76912
2025-10-02,MT,Khánh Hòa,7,94115 - 21497 - 33320 - 15405
2025-10-02,MT,Khánh Hòa,8,42964
2025-10-02,MN,TP. HCM,ĐB,00655
2025-10-02,MN,TP. HCM,1,06741
2025-10-02,MN,TP. HCM,2,64166
2025-10-02,MN,TP. HCM,3,08583 - 96080 - 60416 - 59775 - 21149 - 08854
2025-10-02,MN,TP. HCM,4,42205 - 98707 - 91841 - 79692 - 72545 - 43346
2025-10-02,MN,TP. HCM,5,86570 - 35949 - 64449
2025-10-02,MN,TP. HCM,6,84269 - 96960 - 20109
2025-10-02,MN,TP. HCM,7,46153 - 00175 - 95156 - 98147
2025-10-02,MN,TP. HCM,8,79578
2025-10-02,MN,Đồng Tháp,ĐB,82366
2025-10-02,MN,Đồng Tháp,1,13842
2025-10-02,MN,Đồng Tháp,2,70664
2025-10-02,MN,Đồng Tháp,3,12415 - 01755 - 26707 - 22219 - 93248 - 40380
2025-10-02,MN,Đồng Tháp,4,04272 - 06887 - 91343 - 07951 - 16213 - 34032
2025-10-02,MN,Đồng Tháp,5,27901 - 97023 - 93959
2025-10-02,MN,Đồng Tháp,6,71292 - 66231 - 99868
2025-10-02,MN,Đồng Tháp,7,54383 - 46524 - 10404 - 42528
2025-10-02,MN,Đồng Tháp,8,49306
2025-10-02,MN,Cà Mau,ĐB,35925
2025-10-02,MN,Cà Mau,1,62365
2025-10-02,MN,Cà Mau,2,50687
2025-10-02,MN,Cà Mau,3,50250 - 01725 - 41263 - 62038 - 20208 - 19627
2025-10-02,MN,Cà Mau,4,15973 - 96829 - 65056 - 22925 - 22376 - 00082
2025-10-02,MN,Cà Mau,5,31697 - 40724 - 36888
2025-10-02,MN,Cà Mau,6,28949 - 16648 - 90645
2025-10-02,MN,Cà Mau,7,92599 - 87699 - 44604 - 29173
2025-10-02,MN,Cà Mau,8,21653
2025-10-03,MB,Hà Nội,ĐB,39926
2025-10-03,MB,Hà Nội,1,50564
2025-10-03,MB,Hà Nội,2,14982
2025-10-03,MB,Hà Nội,3,91606 - 57267 - 99880 - 05452 - 60522 - 58486
2025-10-03,MB,Hà Nội,4,57932 - 44086 - 32963 - 68377 - 87068 - 20352
2025-10-03,MB,Hà Nội,5,65899 - 23705 - 98180
2025-10-03,MB,Hà Nội,6,70626 - 47715 - 05218
2025-10-03,MB,Hà Nội,7,06305 - 40866 - 05569 - 48467
2025-10-03,MT,Đà Nẵng,ĐB,83701
2025-10-03,MT,Đà Nẵng,1,11977
2025-10-03,MT,Đà Nẵng,2,06846
2025-10-03,MT,Đà Nẵng,3,49695 - 54624 - 57406 - 97550 - 08803 - 11048
2025-10-03,MT,Đà Nẵng,4,76696 - 55168 - 17035 - 74407 - 76224 - 29909
2025-10-03,MT,Đà Nẵng,5,77964 - 78013 - 32794
2025-10-03,MT,Đà Nẵng,6,57498 - 70043 - 76048
2025-10-03,MT,Đà Nẵng,7,53062 - 19935 - 50351 - 45253
2025-10-03,MT,Đà Nẵng,8,30239
2025-10-03,MT,Khánh Hòa,ĐB,57409
2025-10-03,MT,Khánh Hòa,1,14592
2025-10-03,MT,Khánh Hòa,2,11021
2025-10-03,MT,Khánh Hòa,3,67598 - 89133 - 53216 - 90159 - 67773 - 41794
2025-10-03,MT,Khánh Hòa,4,76575 - 12429 - 71134 - 68078 - 26249 - 21186
2025-10-03,MT,Khánh Hòa,5,33388 - 86431 - 82345
2025-10-03,MT,Khánh Hòa,6,02605 - 36380 - 83718
2025-10-03,MT,Khánh Hòa,7,49103 - 03060 - 09897 - 40368
2025-10-03,MT,Khánh Hòa,8,58701
2025-10-03,MN,TP. HCM,ĐB,28288
2025-10-03,MN,TP. HCM,1,32557
2025-10-03,MN,TP. HCM,2,50458
2025-10-03,MN,TP. HCM,3,79022 - 89965 - 57339 - 11735 - 58950 - 27471
2025-10-03,MN,TP. HCM,4,96356 - 23882 - 17889 - 15167 - 75356 - 84874
2025-10-03,MN,TP. HCM,5,99150 - 08898 - 16960
2025-10-03,MN,TP. HCM,6,84798 - 12409 - 23007
2025-10-03,MN,TP. HCM,7,24371 - 51683 - 62283 - 67187
2025-10-03,MN,TP. HCM,8,70907
2025-10-03,MN,Đồng Tháp,ĐB,46598
2025-10-03,MN,Đồng Tháp,1,89668
2025-10-03,MN,Đồng Tháp,2,71557
2025-10-03,MN,Đồng Tháp,3,03090 - 99607 - 15907 - 35762 - 53134 - 40270
2025-10-03,MN,Đồng Tháp,4,16037 - 82388 - 41810 - 48113 - 62925 - 99636
2025-10-03,MN,Đồng Tháp,5,53704 - 18269 - 22400
2025-10-03,MN,Đồng Tháp,6,84417 - 18061 - 08713
2025-10-03,MN,Đồng Tháp,7,83068 - 00494 - 97053 - 53026
2025-10-03,MN,Đồng Tháp,8,09526
2025-10-03,MN,Cà Mau,ĐB,68681
2025-10-03,MN,Cà Mau,1,15179
2025-10-03,MN,Cà Mau,2,86332
2025-10-03,MN,Cà Mau,3,00559 - 35601 - 29376 - 36527 - 50928 - 35191
2025-10-03,MN,Cà Mau,4,63022 - 03013 - 80457 - 59489 - 50958 - 93940
2025-10-03,MN,Cà Mau,5,51333 - 44490 - 51899
2025-10-03,MN,Cà Mau,6,96718 - 79621 - 20112
2025-10-03,MN,Cà Mau,7,86603 - 00959 - 24668 - 98402
2025-10-03,MN,Cà Mau,8,80511
2025-10-04,MB,Hà Nội,ĐB,60997
2025-10-04,MB,Hà Nội,1,27402
2025-10-04,MB,Hà Nội,2,76523
2025-10-04,MB,Hà Nội,3,72020 - 67776 - 56456 - 42764 - 11389 - 24131
2025-10-04,MB,Hà Nội,4,45991 - 47556 - 30513 - 77511 - 45239 - 70826
2025-10-04,MB,Hà Nội,5,50726 - 27699 - 34968
2025-10-04,MB,Hà Nội,6,17901 - 89288 - 06311
2025-10-04,MB,Hà Nội,7,01492 - 33643 - 32759 - 70106
2025-10-04,MT,Đà Nẵng,ĐB,35204
2025-10-04,MT,Đà Nẵng,1,31219
2025-10-04,MT,Đà Nẵng,2,59525
2025-10-04,MT,Đà Nẵng,3,87459 - 89531 - 94072 - 93700 - 76524 - 39278
2025-10-04,MT,Đà Nẵng,4,55750 - 73432 - 58366 - 47821 - 52497 - 86281
2025-10-04,MT,Đà Nẵng,5,44682 - 34943 - 07867
2025-10-04,MT,Đà Nẵng,6,92603 - 40337 - 29351
2025-10-04,MT,Đà Nẵng,7,50526 - 13505 - 02561 - 75570
2025-10-04,MT,Đà Nẵng,8,25489
2025-10-04,MT,Khánh Hòa,ĐB,90350
2025-10-04,MT,Khánh Hòa,1,10478
2025-10-04,MT,Khánh Hòa,2,48990
2025-10-04,MT,Khánh Hòa,3,08326 - 02875 - 25782 - 54406 - 68268 - 70974
2025-10-04,MT,Khánh Hòa,4,75090 - 68134 - 09474 - 05231 - 86307 - 18205
2025-10-04,MT,Khánh Hòa,5,50884 - 62267 - 71155
2025-10-04,MT,Khánh Hòa,6,60851 - 66282 - 27744
2025-10-04,MT,Khánh Hòa,7,29025 - 35942 - 41197 - 06191
2025-10-04,MT,Khánh Hòa,8,71620
2025-10-04,MN,TP. HCM,ĐB,86036
2025-10-04,MN,TP. HCM,1,41528
2025-10-04,MN,TP. HCM,2,61543
2025-10-04,MN,TP. HCM,3,68196 - 45646 - 76310 - 80289 - 57558 - 38098
2025-10-04,MN,TP. HCM,4,40599 - 18761 - 62961 - 72854 - 28559 - 43356
2025-10-04,MN,TP. HCM,5,39812 - 04954 - 80123
2025-10-04,MN,TP. HCM,6,70181 - 98800 - 30239
2025-10-04,MN,TP. HCM,7,80225 - 30105 - 69539 - 02243
2025-10-04,MN,TP. HCM,8,15532
2025-10-04,MN,Đồng Tháp,ĐB,67184
2025-10-04,MN,Đồng Tháp,1,64823
2025-10-04,MN,Đồng Tháp,2,19807
2025-10-04,MN,Đồng Tháp,3,04787 - 31065 - 37322 - 00724 - 30472 - 78253
2025-10-04,MN,Đồng Tháp,4,77979 - 35993 - 93525 - 34988 - 68941 - 68245
2025-10-04,MN,Đồng Tháp,5,00370 - 23738 - 21538
2025-10-04,MN,Đồng Tháp,6,96034 - 64594 - 73814
2025-10-04,MN,Đồng Tháp,7,30837 - 46822 - 41502 - 79478
2025-10-04,MN,Đồng Tháp,8,92448
2025-10-04,MN,Cà Mau,ĐB,96351
2025-10-04,MN,Cà Mau,1,28021
2025-10-04,MN,Cà Mau,2,09904
2025-10-04,MN,Cà Mau,3,39266 - 72814 - 73627 - 50783 - 29311 - 10798
2025-10-04,MN,Cà Mau,4,00640 - 60922 - 76275 - 37774 - 29268 - 15004
2025-10-04,MN,Cà Mau,5,59819 - 91345 - 23517
2025-10-04,MN,Cà Mau,6,36888 - 93097 - 41782
2025-10-04,MN,Cà Mau,7,24177 - 54477 - 32047 - 57320
2025-10-04,MN,Cà Mau,8,74904
2025-10-05,MB,Hà Nội,ĐB,70591
2025-10-05,MB,Hà Nội,1,62978
2025-10-05,MB,Hà Nội,2,64016
2025-10-05,MB,Hà Nội,3,75093 - 91227 - 87943 - 61229 - 69280 - 19688
2025-10-05,MB,Hà Nội,4,25102 - 93296 - 05989 - 69702 - 81430 - 11792
2025-10-05,MB,Hà Nội,5,58356 - 27946 - 45560
2025-10-05,MB,Hà Nội,6,25028 - 05380 - 03331
2025-10-05,MB,Hà Nội,7,87563 - 26562 - 10963 - 91161
2025-10-05,MT,Đà Nẵng,ĐB,35675
2025-10-05,MT,Đà Nẵng,1,97889
2025-10-05,MT,Đà Nẵng,2,08180
2025-10-05,MT,Đà Nẵng,3,60088 - 08096 - 31803 - 78484 - 41886 - 47653
2025-10-05,MT,Đà Nẵng,4,02072 - 06769 - 04720 - 03911 - 37535 - 73651
2025-10-05,MT,Đà Nẵng,5,70465 - 38901 - 23883
2025-10-05,MT,Đà Nẵng,6,59736 - 91630 - 71913
2025-10-05,MT,Đà Nẵng,7,92591 - 68143 - 51726 - 01637
2025-10-05,MT,Đà Nẵng,8,66115
2025-10-05,MT,Khánh Hòa,ĐB,84786
2025-10-05,MT,Khánh Hòa,1,57898
2025-10-05,MT,Khánh Hòa,2,44789
2025-10-05,MT,Khánh Hòa,3,66965 - 85001 - 35660 - 18875 - 82682 - 93941
2025-10-05,MT,Khánh Hòa,4,06710 - 64473 - 62142 - 08718 - 53950 - 91081
2025-10-05,MT,Khánh Hòa,5,25020 - 40589 - 22406
2025-10-05,MT,Khánh Hòa,6,86116 - 17675 - 45856
2025-10-05,MT,Khánh Hòa,7,52156 - 87478 - 08410 - 71012
2025-10-05,MT,Khánh Hòa,8,57512
2025-10-05,MN,TP. HCM,ĐB,07645
2025-10-05,MN,TP. HCM,1,77783
2025-10-05,MN,TP. HCM,2,76828
2025-10-05,MN,TP. HCM,3,00478 - 81545 - 97176 - 02425 - 82152 - 09332
2025-10-05,MN,TP. HCM,4,40599 - 15202 - 11756 - 54763 - 46939 - 37980
2025-10-05,MN,TP. HCM,5,88208 - 41886 - 67572
2025-10-05,MN,TP. HCM,6,53364 - 25024 - 22550
2025-10-05,MN,TP. HCM,7,34740 - 75592 - 52954 - 85538
2025-10-05,MN,TP. HCM,8,60603
2025-10-05,MN,Đồng Tháp,ĐB,69544
2025-10-05,MN,Đồng Tháp,1,50695
2025-10-05,MN,Đồng Tháp,2,60158
2025-10-05,MN,Đồng Tháp,3,71209 - 70711 - 82689 - 65432 - 67346 - 57362
2025-10-05,MN,Đồng Tháp,4,18454 - 35579 - 89702 - 94963 - 82809 - 08965
2025-10-05,MN,Đồng Tháp,5,59764 - 52686 - 62664
2025-10-05,MN,Đồng Tháp,6,51090 - 79545 - 99655
2025-10-05,MN,Đồng Tháp,7,77309 - 62323 - 06616 - 89293
2025-10-05,MN,Đồng Tháp,8,15206
2025-10-05,MN,Cà Mau,ĐB,48791
2025-10-05,MN,Cà Mau,1,07763
2025-10-05,MN,Cà Mau,2,11751
2025-10-05,MN,Cà Mau,3,18014 - 58869 - 95823 - 72364 - 06836 - 09525
2025-10-05,MN,Cà Mau,4,10498 - 94021 - 47673 - 12232 - 28447 - 03327
2025-10-05,MN,Cà Mau,5,70821 - 05837 - 17166
2025-10-05,MN,Cà Mau,6,43657 - 43736 - 34916
2025-10-05,MN,Cà Mau,7,49766 - 91652 - 89909 - 47733
2025-10-05,MN,Cà Mau,8,30167
2025-10-06,MB,Hà Nội,ĐB,13755
2025-10-06,MB,Hà Nội,1,76472
2025-10-06,MB,Hà Nội,2,23462
2025-10-06,MB,Hà Nội,3,56334 - 59425 - 45333 - 16441 - 34519 - 52403
2025-10-06,MB,Hà Nội,4,07758 - 18808 - 89913 - 49734 - 24018 - 41090
2025-10-06,MB,Hà Nội,5,16188 - 32213 - 04363
2025-10-06,MB,Hà Nội,6,49155 - 47499 - 30042
2025-10-06,MB,Hà Nội,7,48059 - 59626 - 85463 - 56030
2025-10-06,MT,Đà Nẵng,ĐB,33089
2025-10-06,MT,Đà Nẵng,1,95952
2025-10-06,MT,Đà Nẵng,2,68361
2025-10-06,MT,Đà Nẵng,3,34853 - 86885 - 66519 - 33592 - 42128 - 30400
2025-10-06,MT,Đà Nẵng,4,43855 - 01764 - 34341 - 04134 - 54381 - 91257
2025-10-06,MT,Đà Nẵng,5,29119 - 51785 - 50598
2025-10-06,MT,Đà Nẵng,6,25265 - 51354 - 68602
2025-10-06,MT,Đà Nẵng,7,97415 - 42655 - 63239 - 56325
2025-10-06,MT,Đà Nẵng,8,99444
2025-10-06,MT,Khánh Hòa,ĐB,96674
2025-10-06,MT,Khánh Hòa,1,21465
2025-10-06,MT,Khánh Hòa,2,00138
2025-10-06,MT,Khánh Hòa,3,27227 - 02778 - 79384 - 81380 - 79220 - 31937
2025-10-06,MT,Khánh Hòa,4,81926 - 51182 - 98271 - 05383 - 28184 - 18931
2025-10-06,MT,Khánh Hòa,5,99198 - 30550 - 32974
2025-10-06,MT,Khánh Hòa,6,93038 - 90035 - 48912
2025-10-06,MT,Khánh Hòa,7,08111 - 68934 - 17094 - 29997
2025-10-06,MT,Khánh Hòa,8,69155
2025-10-06,MN,TP. HCM,ĐB,30721
2025-10-06,MN,TP. HCM,1,27529
2025-10-06,MN,TP. HCM,2,42700
2025-10-06,MN,TP. HCM,3,69636 - 76573 - 49366 - 67081 - 10498 - 80043
2025-10-06,MN,TP. HCM,4,98427 - 85758 - 27804 - 56565 - 96869 - 14174
2025-10-06,MN,TP. HCM,5,08513 - 91296 - 77527
2025-10-06,MN,TP. HCM,6,31404 - 32108 - 51726
2025-10-06,MN,TP. HCM,7,96449 - 08631 - 49415 - 34080
2025-10-06,MN,TP. HCM,8,28851
2025-10-06,MN,Đồng Tháp,ĐB,62704
2025-10-06,MN,Đồng Tháp,1,61034
2025-10-06,MN,Đồng Tháp,2,39354
2025-10-06,MN,Đồng Tháp,3,27301 - 26645 - 36090 - 93103 - 95335 - 88634
2025-10-06,MN,Đồng Tháp,4,83050 - 17581 - 78545 - 47889 - 54545 - 30504
2025-10-06,MN,Đồng Tháp,5,70616 - 40749 - 74335
2025-10-06,MN,Đồng Tháp,6,96869 - 77719 - 20923
2025-10-06,MN,Đồng Tháp,7,10510 - 50021 - 79871 - 36980
2025-10-06,MN,Đồng Tháp,8,72193
2025-10-06,MN,Cà Mau,ĐB,98774
2025-10-06,MN,Cà Mau,1,31232
2025-10-06,MN,Cà Mau,2,83980
2025-10-06,MN,Cà Mau,3,02214 - 45898 - 67600 - 95966 - 46876 - 89780
2025-10-06,MN,Cà Mau,4,60195 - 16018 - 53951 - 61143 - 15717 - 71567
2025-10-06,MN,Cà Mau,5,14051 - 90203 - 00721
2025-10-06,MN,Cà Mau,6,25243 - 52772 - 47499
2025-10-06,MN,Cà Mau,7,85226 - 63331 - 74521 - 03997
2025-10-06,MN,Cà Mau,8,83841
2025-10-07,MB,Hà Nội,ĐB,59295
2025-10-07,MB,Hà Nội,1,90590
2025-10-07,MB,Hà Nội,2,92434
2025-10-07,MB,Hà Nội,3,08925 - 49616 - 95208 - 19892 - 96439 - 70331
2025-10-07,MB,Hà Nội,4,25684 - 99753 - 36881 - 49142 - 12833 - 43036
2025-10-07,MB,Hà Nội,5,25425 - 64516 - 77494
2025-10-07,MB,Hà Nội,6,46508 - 61909 - 36921
2025-10-07,MB,Hà Nội,7,32646 - 89660 - 25772 - 79423
2025-10-07,MT,Đà Nẵng,ĐB,86128
2025-10-07,MT,Đà Nẵng,1,73798
2025-10-07,MT,Đà Nẵng,2,16201
2025-10-07,MT,Đà Nẵng,3,38307 - 56513 - 30845 - 10523 - 32975 - 62648
2025-10-07,MT,Đà Nẵng,4,59191 - 71309 - 16353 - 26515 - 48792 - 09538
2025-10-07,MT,Đà Nẵng,5,56907 - 09469 - 50500
2025-10-07,MT,Đà Nẵng,6,91106 - 47885 - 98024
2025-10-07,MT,Đà Nẵng,7,99512 - 95712 - 52798 - 51301
2025-10-07,MT,Đà Nẵng,8,88464
2025-10-07,MT,Khánh Hòa,ĐB,47297
2025-10-07,MT,Khánh Hòa,1,48407
2025-10-07,MT,Khánh Hòa,2,06322
2025-10-07,MT,Khánh Hòa,3,89888 - 37074 - 87122 - 50876 - 94614 - 70261
2025-10-07,MT,Khánh Hòa,4,24664 - 03674 - 88450 - 61977 - 45616 - 79077
2025-10-07,MT,Khánh Hòa,5,55797 - 70763 - 77204
2025-10-07,MT,Khánh Hòa,6,36444 - 56586 - 64509
2025-10-07,MT,Khánh Hòa,7,25951 - 91278 - 53425 - 88862
2025-10-07,MT,Khánh Hòa,8,77421
2025-10-07,MN,TP. HCM,ĐB,35204
2025-10-07,MN,TP. HCM,1,95376
2025-10-07,MN,TP. HCM,2,45292
2025-10-07,MN,TP. HCM,3,08665 - 08157 - 78531 - 56556 - 82084 - 86609
2025-10-07,MN,TP. HCM,4,33653 - 67443 - 77901 - 08959 - 18537 - 38768
2025-10-07,MN,TP. HCM,5,17085 - 65033 - 08909
2025-10-07,MN,TP. HCM,6,04272 - 19539 - 23191
2025-10-07,MN,TP. HCM,7,33474 - 34952 - 54890 - 36177
2025-10-07,MN,TP. HCM,8,10911
2025-10-07,MN,Đồng Tháp,ĐB,62523
2025-10-07,MN,Đồng Tháp,1,34723
2025-10-07,MN,Đồng Tháp,2,20855
2025-10-07,MN,Đồng Tháp,3,55305 - 76735 - 11504 - 11888 - 75108 - 89911
2025-10-07,MN,Đồng Tháp,4,77170 - 52309 - 73179 - 46166 - 38069 - 76870
2025-10-07,MN,Đồng Tháp,5,02134 - 05573 - 55059
2025-10-07,MN,Đồng Tháp,6,83491 - 16629 - 36134
2025-10-07,MN,Đồng Tháp,7,47859 - 06231 - 56940 - 77280
2025-10-07,MN,Đồng Tháp,8,31729
2025-10-07,MN,Cà Mau,ĐB,38893
2025-10-07,MN,Cà Mau,1,30030
2025-10-07,MN,Cà Mau,2,40299
2025-10-07,MN,Cà Mau,3,20989 - 00787 - 13594 - 90550 - 84815 - 00282
2025-10-07,MN,Cà Mau,4,39988 - 05817 - 41738 - 83384 - 71562 - 81553
2025-10-07,MN,Cà Mau,5,85784 - 70426 - 33419
2025-10-07,MN,Cà Mau,6,89827 - 27936 - 18047
2025-10-07,MN,Cà Mau,7,41022 - 49045 - 52621 - 78966
2025-10-07,MN,Cà Mau,8,65877
2025-10-08,MB,Hà Nội,ĐB,91361
2025-10-08,MB,Hà Nội,1,76290
2025-10-08,MB,Hà Nội,2,06975
2025-10-08,MB,Hà Nội,3,39430 - 75641 - 28016 - 55382 - 32098 - 36538
2025-10-08,MB,Hà Nội,4,85872 - 74804 - 10502 - 99336 - 78705 - 57418
2025-10-08,MB,Hà Nội,5,10974 - 44998 - 94953
2025-10-08,MB,Hà Nội,6,82951 - 27930 - 89992
2025-10-08,MB,Hà Nội,7,50216 - 14337 - 52422 - 40625
2025-10-08,MT,Đà Nẵng,ĐB,30916
2025-10-08,MT,Đà Nẵng,1,60377
2025-10-08,MT,Đà Nẵng,2,98439
2025-10-08,MT,Đà Nẵng,3,20922 - 10715 - 50310 - 82326 - 23732 - 02792
2025-10-08,MT,Đà Nẵng,4,60387 - 07426 - 53660 - 83576 - 99863 - 92686
2025-10-08,MT,Đà Nẵng,5,41571 - 85599 - 88851
2025-10-08,MT,Đà Nẵng,6,42562 - 54477 - 07589
2025-10-08,MT,Đà Nẵng,7,76712 - 96262 - 25985 - 77818
2025-10-08,MT,Đà Nẵng,8,40684
2025-10-08,MT,Khánh Hòa,ĐB,43610
2025-10-08,MT,Khánh Hòa,1,32047
2025-10-08,MT,Khánh Hòa,2,91732
2025-10-08,MT,Khánh Hòa,3,76722 - 14323 - 85494 - 34332 - 64460 - 13824
2025-10-08,MT,Khánh Hòa,4,06655 - 25217 - 00159 - 94544 - 28259 - 86805
2025-10-08,MT,Khánh Hòa,5,78197 - 98492 - 41887
2025-10-08,MT,Khánh Hòa,6,21349 - 77058 - 12228
2025-10-08,MT,Khánh Hòa,7,44595 - 80849 - 91904 - 14040
2025-10-08,MT,Khánh Hòa,8,23731
2025-10-08,MN,TP. HCM,ĐB,92811
2025-10-08,MN,TP. HCM,1,67835
2025-10-08,MN,TP. HCM,2,39686
2025-10-08,MN,TP. HCM,3,75774 - 60161 - 19948 - 81723 - 82844 - 26955
2025-10-08,MN,TP. HCM,4,44288 - 25714 - 42194 - 41959 - 97596 - 02981
2025-10-08,MN,TP. HCM,5,15361 - 46861 - 45363
2025-10-08,MN,TP. HCM,6,89262 - 03237 - 71864
2025-10-08,MN,TP. HCM,7,68956 - 90558 - 95092 - 66251
2025-10-08,MN,TP. HCM,8,37780
2025-10-08,MN,Đồng Tháp,ĐB,51549
2025-10-08,MN,Đồng Tháp,1,47716
2025-10-08,MN,Đồng Tháp,2,68748
2025-10-08,MN,Đồng Tháp,3,23841 - 34995 - 37531 - 97138 - 31590 - 09059
2025-10-08,MN,Đồng Tháp,4,75313 - 52266 - 23291 - 50045 - 93343 - 78163
2025-10-08,MN,Đồng Tháp,5,09341 - 71702 - 57794
2025-10-08,MN,Đồng Tháp,6,43593 - 63689 - 31966
2025-10-08,MN,Đồng Tháp,7,64569 - 48533 - 89772 - 41644
2025-10-08,MN,Đồng Tháp,8,37410
2025-10-08,MN,Cà Mau,ĐB,23747
2025-10-08,MN,Cà Mau,1,76197
2025-10-08,MN,Cà Mau,2,30080
2025-10-08,MN,Cà Mau,3,95825 - 24847 - 54460 - 94761 - 06563 - 23440
2025-10-08,MN,Cà Mau,4,96361 - 42551 - 59555 - 62747 - 43388 - 94104
2025-10-08,MN,Cà Mau,5,49937 - 53082 - 81087
2025-10-08,MN,Cà Mau,6,42802 - 73188 - 06330
2025-10-08,MN,Cà Mau,7,68994 - 91791 - 07584 - 84047
