Date,Region,Province,Prize,Numbers
2024-10-07,MN,TP. HCM,1,71318
2024-10-07,MN,TP. HCM,2,09944
2024-10-07,MN,TP. HCM,3,73746 - 77427 - 40084 - 90405 - 70587 - 24064
2024-10-07,MN,TP. HCM,4,54310 - 47284 - 53212 - 25187 - 51845 - 78751
2024-10-07,MN,TP. HCM,5,77114 - 30568 - 77115
2024-10-07,MN,TP. HCM,6,62011 - 22356 - 47133
2024-10-07,MN,TP. HCM,7,70469 - 70929 - 41622 - 58370
2024-10-07,MN,TP. HCM,8,72893
2024-10-07,MN,Đồng Tháp,ĐB,55010
2024-10-07,MN,Đồng Tháp,1,28994
2024-10-07,MN,Đồng Tháp,2,32388
2024-10-07,MN,Đồng Tháp,3,69540 - 69646 - 87905 - 71759 - 38806 - 50058
2024-10-07,MN,Đồng Tháp,4,99326 - 10127 - 48279 - 17739 - 78777 - 66362
2024-10-07,MN,Đồng Tháp,5,27807 - 55536 - 19449
2024-10-07,MN,Đồng Tháp,6,07994 - 42538 - 58826
2024-10-07,MN,Đồng Tháp,7,35783 - 27419 - 66234 - 06756
2024-10-07,MN,Đồng Tháp,8,50602
2024-10-07,MN,Cà Mau,ĐB,96880
2024-10-07,MN,Cà Mau,1,72517
2024-10-07,MN,Cà Mau,2,59267
2024-10-07,MN,Cà Mau,3,53811 - 09529 - 52010 - 94216 - 78149 - 19132
2024-10-07,MN,Cà Mau,4,72653 - 29560 - 27872 - 66169 - 89692 - 36517
2024-10-07,MN,Cà Mau,5,88097 - 24885 - 35602
2024-10-07,MN,Cà Mau,6,17665 - 06985 - 06807
2024-10-07,MN,Cà Mau,7,80103 - 92183 - 87722 - 30151
2024-10-07,MN,Cà Mau,8,61180
2024-10-08,MB,Hà Nội,ĐB,60693
2024-10-08,MB,Hà Nội,1,42673
2024-10-08,MB,Hà Nội,2,15961
2024-10-08,MB,Hà Nội,3,86085 - 36729 - 37240 - 50791 - 37838 - 92523
2024-10-08,MB,Hà Nội,4,81897 - 62306 - 62567 - 31032 - 79159 - 62362
2024-10-08,MB,Hà Nội,5,71205 - 20707 - 72384
2024-10-08,MB,Hà Nội,6,50579 - 76950 - 96094
2024-10-08,MB,Hà Nội,7,78748 - 02591 - 72100 - 90628
2024-10-08,MT,Đà Nẵng,ĐB,30689
2024-10-08,MT,Đà Nẵng,1,45158
2024-10-08,MT,Đà Nẵng,2,75211
2024-10-08,MT,Đà Nẵng,3,17797 - 72868 - 71337 - 77376 - 02476 - 14407
2024-10-08,MT,Đà Nẵng,4,42254 - 34865 - 51033 - 43498 - 66098 - 91060
2024-10-08,MT,Đà Nẵng,5,44302 - 09767 - 24548
2024-10-08,MT,Đà Nẵng,6,43170 - 34749 - 62359
2024-10-08,MT,Đà Nẵng,7,79824 - 30177 - 02911 - 75619
2024-10-08,MT,Đà Nẵng,8,32194
2024-10-08,MT,Khánh Hòa,ĐB,09118
2024-10-08,MT,Khánh Hòa,1,23540
2024-10-08,MT,Khánh Hòa,2,81538
2024-10-08,MT,Khánh Hòa,3,18255 - 39323 - 26736 - 08355 - 54378 - 27616
2024-10-08,MT,Khánh Hòa,4,29516 - 85668 - 27172 - 59262 - 29047 - 41774
2024-10-08,MT,Khánh Hòa,5,41208 - 54984 - 89511
2024-10-08,MT,Khánh Hòa,6,10968 - 87452 - 79296
2024-10-08,MT,Khánh Hòa,7,42491 - 92061 - 28591 - 78151
2024-10-08,MT,Khánh Hòa,8,99512
2024-10-08,MN,TP. HCM,ĐB,38923
2024-10-08,MN,TP. HCM,1,35685
2024-10-08,MN,TP. HCM,2,38359
2024-10-08,MN,TP. HCM,3,72340 - 13270 - 66049 - 07025 - 30582 - 84427
2024-10-08,MN,TP. HCM,4,24260 - 58887 - 03759 - 00715 - 40607 - 16756
2024-10-08,MN,TP. HCM,5,58188 - 35927 - 18960
2024-10-08,MN,TP. HCM,6,47442 - 49764 - 63250
2024-10-08,MN,TP. HCM,7,42337 - 31601 - 59687 - 42979
2024-10-08,MN,TP. HCM,8,16741
2024-10-08,MN,Đồng Tháp,ĐB,22474
2024-10-08,MN,Đồng Tháp,1,41836
2024-10-08,MN,Đồng Tháp,2,66219
2024-10-08,MN,Đồng Tháp,3,97537 - 84726 - 25574 - 51956 - 35369 - 82517
2024-10-08,MN,Đồng Tháp,4,94811 - 15296 - 12568 - 35915 - 04163 - 06654
2024-10-08,MN,Đồng Tháp,5,06664 - 53740 - 41974
2024-10-08,MN,Đồng Tháp,6,93952 - 85989 - 24722
2024-10-08,MN,Đồng Tháp,7,31573 - 13382 - 63227 - 82254
2024-10-08,MN,Đồng Tháp,8,47429
2024-10-08,MN,Cà Mau,ĐB,42308
2024-10-08,MN,Cà Mau,1,01355
2024-10-08,MN,Cà Mau,2,62727
2024-10-08,MN,Cà Mau,3,33221 - 78803 - 59346 - 61961 - 74139 - 96839
2024-10-08,MN,Cà Mau,4,68809 - 04113 - 09045 - 86635 - 54547 - 03406
2024-10-08,MN,Cà Mau,5,19840 - 23732 - 49085
2024-10-08,MN,Cà Mau,6,29478 - 99693 - 11507
2024-10-08,MN,Cà Mau,7,58356 - 55442 - 81302 - 01381
