Date,Region,Province,Prize,Numbers
2024-07-01,MN,Đồng Tháp,6,18380 - 39908 - 19150
2024-07-01,MN,Đồng Tháp,7,70810 - 04620 - 87170 - 05412
2024-07-01,MN,Đồng Tháp,8,10758
2024-07-01,MN,Cà Mau,ĐB,74976
2024-07-01,MN,Cà Mau,1,01188
2024-07-01,MN,Cà Mau,2,04822
2024-07-01,MN,Cà Mau,3,99317 - 86277 - 24744 - 26028 - 23068 - 04811
2024-07-01,MN,Cà Mau,4,75266 - 42912 - 84364 - 86015 - 55500 - 24428
2024-07-01,MN,Cà Mau,5,58780 - 10533 - 02453
2024-07-01,MN,Cà Mau,6,29568 - 33267 - 95667
2024-07-01,MN,Cà Mau,7,76942 - 90530 - 50399 - 70229
2024-07-01,MN,Cà Mau,8,50444
2024-07-02,MB,Hà Nội,ĐB,78480
2024-07-02,MB,Hà Nội,1,06455
2024-07-02,MB,Hà Nội,2,50393
2024-07-02,MB,Hà Nội,3,73358 - 28291 - 99294 - 66731 - 28430 - 28975
2024-07-02,MB,Hà Nội,4,89450 - 99961 - 33786 - 28095 - 42548 - 31356
2024-07-02,MB,Hà Nội,5,35240 - 82117 - 81356
2024-07-02,MB,Hà Nội,6,52502 - 10302 - 38963
2024-07-02,MB,Hà Nội,7,03427 - 20447 - 39144 - 05967
2024-07-02,MT,Đà Nẵng,ĐB,50193
2024-07-02,MT,Đà Nẵng,1,52000
2024-07-02,MT,Đà Nẵng,2,95947
2024-07-02,MT,Đà Nẵng,3,14085 - 82228 - 46836 - 34146 - 37415 - 71384
2024-07-02,MT,Đà Nẵng,4,62637 - 02709 - 08334 - 74650 - 53548 - 25019
2024-07-02,MT,Đà Nẵng,5,54477 - 41897 - 31912
2024-07-02,MT,Đà Nẵng,6,27417 - 26873 - 11182
2024-07-02,MT,Đà Nẵng,7,57574 - 15170 - 08150 - 31608
2024-07-02,MT,Đà Nẵng,8,83651
2024-07-02,MT,Khánh Hòa,ĐB,49128
2024-07-02,MT,Khánh Hòa,1,40948
2024-07-02,MT,Khánh Hòa,2,39823
2024-07-02,MT,Khánh Hòa,3,17453 - 95019 - 39792 - 32682 - 24099 - 23586
2024-07-02,MT,Khánh Hòa,4,80290 - 73214 - 94850 - 29976 - 12275 - 15333
2024-07-02,MT,Khánh Hòa,5,91843 - 16996 - 51941
2024-07-02,MT,Khánh Hòa,6,60184 - 78562 - 73740
2024-07-02,MT,Khánh Hòa,7,19668 - 68228 - 61948 - 74690
2024-07-02,MT,Khánh Hòa,8,54612
2024-07-02,MN,TP. HCM,ĐB,10472
2024-07-02,MN,TP. HCM,1,60927
2024-07-02,MN,TP. HCM,2,71467
2024-07-02,MN,TP. HCM,3,42483 - 12845 - 26035 - 49369 - 13334 - 41785
2024-07-02,MN,TP. HCM,4,33587 - 75860 - 28284 - 74343 - 80882 - 33740
2024-07-02,MN,TP. HCM,5,01967 - 49004 - 20986
2024-07-02,MN,TP. HCM,6,02765 - 95871 - 16368
2024-07-02,MN,TP. HCM,7,57818 - 54002 - 96297 - 94044
2024-07-02,MN,TP. HCM,8,55345
2024-07-02,MN,Đồng Tháp,ĐB,24198
2024-07-02,MN,Đồng Tháp,1,23392
2024-07-02,MN,Đồng Tháp,2,32743
2024-07-02,MN,Đồng Tháp,3,48564 - 32835 - 25248 - 64373 - 19051 - 36554
2024-07-02,MN,Đồng Tháp,4,76256 - 67917 - 17261 - 88923 - 25150 - 12312
2024-07-02,MN,Đồng Tháp,5,46259 - 77979 - 43001
2024-07-02,MN,Đồng Tháp,6,81890 - 78372 - 39950
2024-07-02,MN,Đồng Tháp,7,31608 - 11117 - 12958 - 13337
2024-07-02,MN,Đồng Tháp,8,77038
2024-07-02,MN,Cà Mau,ĐB,81298
2024-07-02,MN,Cà Mau,1,02733
2024-07-02,MN,Cà Mau,2,24341
2024-07-02,MN,Cà Mau,3,06643 - 69807 - 11207 - 78535 - 52707 - 89499
2024-07-02,MN,Cà Mau,4,60577 - 41113 - 57521 - 18846 - 84876 - 54754
2024-07-02,MN,Cà Mau,5,20098 - 98428 - 52823
2024-07-02,MN,Cà Mau,6,47909 - 85141 - 50240
2024-07-02,MN,Cà Mau,7,89921 - 57468 - 37971 - 88453
2024-07-02,MN,Cà Mau,8,26271
2024-07-03,MB,Hà Nội,ĐB,39117
2024-07-03,MB,Hà Nội,1,56925
2024-07-03,MB,Hà Nội,2,43599
2024-07-03,MB,Hà Nội,3,01554 - 65018 - 14926 - 01279 - 95017 - 70380
2024-07-03,MB,Hà Nội,4,05772 - 49169 - 25752 - 37507 - 25379 - 94856
2024-07-03,MB,Hà Nội,5,81560 - 86036 - 82591
2024-07-03,MB,Hà Nội,6,03076 - 36063 - 76159
2024-07-03,MB,Hà Nội,7,02868 - 39284 - 97993 - 77245
2024-07-03,MT,Đà Nẵng,ĐB,61919
2024-07-03,MT,Đà Nẵng,1,18690
2024-07-03,MT,Đà Nẵng,2,01358
2024-07-03,MT,Đà Nẵng,3,33315 - 51750 - 74518 - 76897 - 75964 - 16070
2024-07-03,MT,Đà Nẵng,4,48559 - 50724 - 89009 - 18521 - 41368 - 10545
2024-07-03,MT,Đà Nẵng,5,30951 - 40120 - 96511
2024-07-03,MT,Đà Nẵng,6,18998 - 65154 - 90844
2024-07-03,MT,Đà Nẵng,7,37823 - 06630 - 56474 - 66903
2024-07-03,MT,Đà Nẵng,8,53577
2024-07-03,MT,Khánh Hòa,ĐB,07884
2024-07-03,MT,Khánh Hòa,1,68549
2024-07-03,MT,Khánh Hòa,2,15567
2024-07-03,MT,Khánh Hòa,3,52938 - 97905 - 18708 - 71469 - 50197 - 28566
2024-07-03,MT,Khánh Hòa,4,77695 - 99290 - 49422 - 38732 - 54503 - 35793
2024-07-03,MT,Khánh Hòa,5,99743 - 59709 - 74458
2024-07-03,MT,Khánh Hòa,6,44610 - 30570 - 25820
2024-07-03,MT,Khánh Hòa,7,72752 - 86393 - 40323 - 25870
2024-07-03,MT,Khánh Hòa,8,20792
2024-07-03,MN,TP. HCM,ĐB,76310
2024-07-03,MN,TP. HCM,1,96610
2024-07-03,MN,TP. HCM,2,76192
2024-07-03,MN,TP. HCM,3,76186 - 96240 - 13030 - 89995 - 83913 - 11729
2024-07-03,MN,TP. HCM,4,02643 - 62235 - 36347 - 90692 - 80095 - 79748
2024-07-03,MN,TP. HCM,5,46301 - 50080 - 53044
2024-07-03,MN,TP. HCM,6,80597 - 92264 - 45914
2024-07-03,MN,TP. HCM,7,84084 - 14071 - 51706 - 34576
2024-07-03,MN,TP. HCM,8,61194
2024-07-03,MN,Đồng Tháp,ĐB,22010
2024-07-03,MN,Đồng Tháp,1,85192
2024-07-03,MN,Đồng Tháp,2,20141
2024-07-03,MN,Đồng Tháp,3,21684 - 40861 - 49581 - 38844 - 27168 - 26480
2024-07-03,MN,Đồng Tháp,4,29408 - 32498 - 19775 - 18910 - 48487 - 86913
2024-07-03,MN,Đồng Tháp,5,52263 - 37205 - 73375
2024-07-03,MN,Đồng Tháp,6,78766 - 92079 - 60110
2024-07-03,MN,Đồng Tháp,7,32517 - 88088 - 35972 - 84522
2024-07-03,MN,Đồng Tháp,8,55857
2024-07-03,MN,Cà Mau,ĐB,78990
2024-07-03,MN,Cà Mau,1,37270
2024-07-03,MN,Cà Mau,2,29265
2024-07-03,MN,Cà Mau,3,68810 - 77023 - 80019 - 09883 - 62245 - 19433
2024-07-03,MN,Cà Mau,4,69077 - 08029 - 99495 - 39157 - 89251 - 17309
2024-07-03,MN,Cà Mau,5,45097 - 55315 - 51433
2024-07-03,MN,Cà Mau,6,72918 - 37121 - 56397
2024-07-03,MN,Cà Mau,7,68417 - 58164 - 05000 - 14770
2024-07-03,MN,Cà Mau,8,19083
2024-07-04,MB,Hà Nội,ĐB,80833
2024-07-04,MB,Hà Nội,1,24814
2024-07-04,MB,Hà Nội,2,44617
2024-07-04,MB,Hà Nội,3,61171 - 02875 - 22582 - 22433 - 95291 - 96822
2024-07-04,MB,Hà Nội,4,24172 - 39974 - 76275 - 37337 - 95387 - 19753
2024-07-04,MB,Hà Nội,5,28595 - 79320 - 99221
2024-07-04,MB,Hà Nội,6,14112 - 03770 - 90836
2024-07-04,MB,Hà Nội,7,02501 - 99769 - 46429 - 52166
2024-07-04,MT,Đà Nẵng,ĐB,64565
2024-07-04,MT,Đà Nẵng,1,70795
2024-07-04,MT,Đà Nẵng,2,18517
2024-07-04,MT,Đà Nẵng,3,23872 - 39165 - 79135 - 27099 - 08767 - 08967
2024-07-04,MT,Đà Nẵng,4,58062 - 59788 - 58727 - 47167 - 74751 - 23273
2024-07-04,MT,Đà Nẵng,5,29301 - 42302 - 30842
2024-07-04,MT,Đà Nẵng,6,81021 - 73487 - 07182
2024-07-04,MT,Đà Nẵng,7,10390 - 50596 - 13856 - 92726
2024-07-04,MT,Đà Nẵng,8,25172
2024-07-04,MT,Khánh Hòa,ĐB,51032
2024-07-04,MT,Khánh Hòa,1,84425
2024-07-04,MT,Khánh Hòa,2,49969
2024-07-04,MT,Khánh Hòa,3,00188 - 47094 - 44975 - 02078 - 46157 - 49725
2024-07-04,MT,Khánh Hòa,4,69189 - 65511 - 87063 - 91157 - 73985 - 19114
2024-07-04,MT,Khánh Hòa,5,36403 - 26753 - 21830
2024-07-04,MT,Khánh Hòa,6,63246 - 43274 - 33644
2024-07-04,MT,Khánh Hòa,7,52327 - 67976 - 04853 - 02504
2024-07-04,MT,Khánh Hòa,8,44188
2024-07-04,MN,TP. HCM,ĐB,36466
2024-07-04,MN,TP. HCM,1,47125
2024-07-04,MN,TP. HCM,2,21116
2024-07-04,MN,TP. HCM,3,04652 - 59535 - 92293 - 63267 - 01741 - 98820
2024-07-04,MN,TP. HCM,4,15443 - 25555 - 28222 - 94864 - 02982 - 12888
2024-07-04,MN,TP. HCM,5,71138 - 05305 - 59390
2024-07-04,MN,TP. HCM,6,80669 - 67317 - 13723
2024-07-04,MN,TP. HCM,7,47167 - 70888 - 23183 - 77569
2024-07-04,MN,TP. HCM,8,69929
2024-07-04,MN,Đồng Tháp,ĐB,31453
2024-07-04,MN,Đồng Tháp,1,99274
2024-07-04,MN,Đồng Tháp,2,87354
2024-07-04,MN,Đồng Tháp,3,16338 - 72369 - 57914 - 40043 - 98365 - 58093
2024-07-04,MN,Đồng Tháp,4,22408 - 29726 - 33659 - 82619 - 49200 - 40060
2024-07-04,MN,Đồng Tháp,5,73342 - 47838 - 23259
2024-07-04,MN,Đồng Tháp,6,55322 - 47646 - 48566
2024-07-04,MN,Đồng Tháp,7,29953 - 08022 - 31702 - 92904
2024-07-04,MN,Đồng Tháp,8,22909
2024-07-04,MN,Cà Mau,ĐB,26921
2024-07-04,MN,Cà Mau,1,09958
2024-07-04,MN,Cà Mau,2,74805
2024-07-04,MN,Cà Mau,3,12736 - 23675 - 82959 - 44189 - 87075 - 50768
2024-07-04,MN,Cà Mau,4,99849 - 97697 - 95246 - 49130 - 39957 - 05827
2024-07-04,MN,Cà Mau,5,59180 - 27054 - 70875
2024-07-04,MN,Cà Mau,6,22948 - 46668 - 93788
2024-07-04,MN,Cà Mau,7,35663 - 27060 - 23143 - 99770
2024-07-04,MN,Cà Mau,8,16917
2024-07-05,MB,Hà Nội,ĐB,31165
2024-07-05,MB,Hà Nội,1,39569
2024-07-05,MB,Hà Nội,2,62949
2024-07-05,MB,Hà Nội,3,57892 - 51685 - 95055 - 53838 - 38457 - 87591
2024-07-05,MB,Hà Nội,4,98570 - 33449 - 94514 - 58680 - 58220 - 31412
2024-07-05,MB,Hà Nội,5,13823 - 65237 - 80225
2024-07-05,MB,Hà Nội,6,22952 - 95715 - 02303
2024-07-05,MB,Hà Nội,7,76439 - 26201 - 49608 - 81678
2024-07-05,MT,Đà Nẵng,ĐB,25621
2024-07-05,MT,Đà Nẵng,1,58202
2024-07-05,MT,Đà Nẵng,2,86170
2024-07-05,MT,Đà Nẵng,3,59766 - 83699 - 56481 - 39798 - 97953 - 73583
2024-07-05,MT,Đà Nẵng,4,19320 - 55318 - 69272 - 48896 - 38897 - 51286
2024-07-05,MT,Đà Nẵng,5,13563 - 25061 - 44828
2024-07-05,MT,Đà Nẵng,6,65042 - 92696 - 72337
2024-07-05,MT,Đà Nẵng,7,59076 - 96181 - 22919 - 58952
2024-07-05,MT,Đà Nẵng,8,69036
2024-07-05,MT,Khánh Hòa,ĐB,04419
2024-07-05,MT,Khánh Hòa,1,72292
2024-07-05,MT,Khánh Hòa,2,79289
2024-07-05,MT,Khánh Hòa,3,49836 - 35519 - 34714 - 73707 - 82072 - 86143
2024-07-05,MT,Khánh Hòa,4,03199 - 49164 - 34996 - 20057 - 73673 - 21746
2024-07-05,MT,Khánh Hòa,5,49312 - 72024 - 79718
2024-07-05,MT,Khánh Hòa,6,98928 - 35027 - 83844
2024-07-05,MT,Khánh Hòa,7,50656 - 12380 - 38762 - 45326
2024-07-05,MT,Khánh Hòa,8,70578
2024-07-05,MN,TP. HCM,ĐB,66286
2024-07-05,MN,TP. HCM,1,87779
2024-07-05,MN,TP. HCM,2,77109
2024-07-05,MN,TP. HCM,3,15492 - 00158 - 51829 - 40065 - 06797 - 73315
2024-07-05,MN,TP. HCM,4,91061 - 09176 - 31035 - 63861 - 06073 - 08387
2024-07-05,MN,TP. HCM,5,59142 - 10910 - 56986
2024-07-05,MN,TP. HCM,6,43518 - 70378 - 67588
2024-07-05,MN,TP. HCM,7,51986 - 88531 - 92884 - 03303
2024-07-05,MN,TP. HCM,8,16208
2024-07-05,MN,Đồng Tháp,ĐB,74285
2024-07-05,MN,Đồng Tháp,1,65471
2024-07-05,MN,Đồng Tháp,2,55257
2024-07-05,MN,Đồng Tháp,3,26252 - 33602 - 14000 - 41324 - 79890 - 68672
2024-07-05,MN,Đồng Tháp,4,47954 - 99653 - 03389 - 89550 - 32109 - 93070
2024-07-05,MN,Đồng Tháp,5,30863 - 71620 - 85384
2024-07-05,MN,Đồng Tháp,6,45244 - 17187 - 51404
2024-07-05,MN,Đồng Tháp,7,61620 - 97124 - 06618 - 23589
2024-07-05,MN,Đồng Tháp,8,41067
2024-07-05,MN,Cà Mau,ĐB,59620
2024-07-05,MN,Cà Mau,1,05430
2024-07-05,MN,Cà Mau,2,70307
2024-07-05,MN,Cà Mau,3,24176 - 10002 - 67190 - 55509 - 52519 - 56376
2024-07-05,MN,Cà Mau,4,28932 - 66383 - 59328 - 04348 - 64778 - 26920
2024-07-05,MN,Cà Mau,5,78119 - 68388 - 14615
2024-07-05,MN,Cà Mau,6,47637 - 31022 - 55147
2024-07-05,MN,Cà Mau,7,18934 - 51858 - 90120 - 59439
2024-07-05,MN,Cà Mau,8,67013
2024-07-06,MB,Hà Nội,ĐB,71699
2024-07-06,MB,Hà Nội,1,41070
2024-07-06,MB,Hà Nội,2,57047
2024-07-06,MB,Hà Nội,3,73857 - 67054 - 66820 - 01300 - 83073 - 60882
2024-07-06,MB,Hà Nội,4,77640 - 00307 - 69321 - 53364 - 77049 - 66431
2024-07-06,MB,Hà Nội,5,46670 - 38111 - 36258
2024-07-06,MB,Hà Nội,6,32766 - 99374 - 91474
2024-07-06,MB,Hà Nội,7,73525 - 43145 - 40656 - 41798
2024-07-06,MT,Đà Nẵng,ĐB,35854
2024-07-06,MT,Đà Nẵng,1,94945
2024-07-06,MT,Đà Nẵng,2,15206
2024-07-06,MT,Đà Nẵng,3,11352 - 96077 - 64014 - 88548 - 47680 - 31329
2024-07-06,MT,Đà Nẵng,4,82348 - 96938 - 80089 - 64302 - 33507 - 24755
2024-07-06,MT,Đà Nẵng,5,76134 - 44030 - 51878
2024-07-06,MT,Đà Nẵng,6,48730 - 07368 - 48148
2024-07-06,MT,Đà Nẵng,7,17535 - 95591 - 81653 - 03079
2024-07-06,MT,Đà Nẵng,8,04648
2024-07-06,MT,Khánh Hòa,ĐB,11595
2024-07-06,MT,Khánh Hòa,1,17507
2024-07-06,MT,Khánh Hòa,2,97262
2024-07-06,MT,Khánh Hòa,3,14988 - 58556 - 52592 - 81303 - 92227 - 76875
2024-07-06,MT,Khánh Hòa,4,50001 - 05898 - 53870 - 23446 - 01839 - 27437
2024-07-06,MT,Khánh Hòa,5,97723 - 81846 - 34116
2024-07-06,MT,Khánh Hòa,6,79462 - 79522 - 43511
2024-07-06,MT,Khánh Hòa,7,16050 - 37070 - 74095 - 04126
2024-07-06,MT,Khánh Hòa,8,42074
2024-07-06,MN,TP. HCM,ĐB,73595
2024-07-06,MN,TP. HCM,1,75034
2024-07-06,MN,TP. HCM,2,68434
2024-07-06,MN,TP. HCM,3,81541 - 65343 - 90951 - 64849 - 75081 - 21179
2024-07-06,MN,TP. HCM,4,80442 - 78632 - 44988 - 98929 - 04608 - 09053
2024-07-06,MN,TP. HCM,5,28424 - 55402 - 50861
2024-07-06,MN,TP. HCM,6,30897 - 31265 - 56342
2024-07-06,MN,TP. HCM,7,16788 - 79503 - 98028 - 84189
2024-07-06,MN,TP. HCM,8,55987
2024-07-06,MN,Đồng Tháp,ĐB,06423
2024-07-06,MN,Đồng Tháp,1,73430
2024-07-06,MN,Đồng Tháp,2,05674
2024-07-06,MN,Đồng Tháp,3,90668 - 45793 - 14493 - 99915 - 56500 - 95057
2024-07-06,MN,Đồng Tháp,4,06518 - 08649 - 16951 - 88221 - 84827 - 00179
2024-07-06,MN,Đồng Tháp,5,20639 - 13275 - 24181
2024-07-06,MN,Đồng Tháp,6,20422 - 65034 - 28823
2024-07-06,MN,Đồng Tháp,7,92757 - 49770 - 51863 - 97235
2024-07-06,MN,Đồng Tháp,8,01766
2024-07-06,MN,Cà Mau,ĐB,94932
2024-07-06,MN,Cà Mau,1,58755
2024-07-06,MN,Cà Mau,2,33775
2024-07-06,MN,Cà Mau,3,58249 - 04603 - 21224 - 37427 - 78834 - 61641
2024-07-06,MN,Cà Mau,4,46488 - 68482 - 58846 - 59069 - 07192 - 32015
2024-07-06,MN,Cà Mau,5,85240 - 31462 - 40507
2024-07-06,MN,Cà Mau,6,66349 - 62504 - 67972
2024-07-06,MN,Cà Mau,7,64261 - 67049 - 12806 - 33315
2024-07-06,MN,Cà Mau,8,08559
2024-07-07,MB,Hà Nội,ĐB,29523
2024-07-07,MB,Hà Nội,1,18666
2024-07-07,MB,Hà Nội,2,88623
2024-07-07,MB,Hà Nội,3,11298 - 21634 - 95555 - 81390 - 65847 - 91352
2024-07-07,MB,Hà Nội,4,25797 - 11308 - 71685 - 65152 - 14299 - 76971
2024-07-07,MB,Hà Nội,5,52796 - 64321 - 13661
2024-07-07,MB,Hà Nội,6,57280 - 67942 - 40676
2024-07-07,MB,Hà Nội,7,43644 - 03012 - 49809 - 13652
2024-07-07,MT,Đà Nẵng,ĐB,35321
2024-07-07,MT,Đà Nẵng,1,48484
2024-07-07,MT,Đà Nẵng,2,22068
2024-07-07,MT,Đà Nẵng,3,10239 - 42411 - 54331 - 09669 - 18233 - 66854
2024-07-07,MT,Đà Nẵng,4,48218 - 11001 - 45554 - 08603 - 52522 - 83637
2024-07-07,MT,Đà Nẵng,5,19911 - 38494 - 02210
2024-07-07,MT,Đà Nẵng,6,76912 - 56405 - 34909
2024-07-07,MT,Đà Nẵng,7,04724 - 29636 - 58949 - 65044
2024-07-07,MT,Đà Nẵng,8,52137
2024-07-07,MT,Khánh Hòa,ĐB,24543
2024-07-07,MT,Khánh Hòa,1,24633
2024-07-07,MT,Khánh Hòa,2,30646
2024-07-07,MT,Khánh Hòa,3,95349 - 41645 - 41128 - 53915 - 16415 - 92505
2024-07-07,MT,Khánh Hòa,4,60287 - 69368 - 11393 - 21836 - 45188 - 44759
2024-07-07,MT,Khánh Hòa,5,58155 - 56240 - 05224
2024-07-07,MT,Khánh Hòa,6,92524 - 56779 - 29499
2024-07-07,MT,Khánh Hòa,7,56065 - 63591 - 80151 - 92932
2024-07-07,MT,Khánh Hòa,8,46048
2024-07-07,MN,TP. HCM,ĐB,57249
2024-07-07,MN,TP. HCM,1,82414
2024-07-07,MN,TP. HCM,2,32387
2024-07-07,MN,TP. HCM,3,79410 - 85207 - 92705 - 28059 - 16346 - 92283
2024-07-07,MN,TP. HCM,4,08731 - 69807 - 89629 - 10230 - 50203 - 69503
2024-07-07,MN,TP. HCM,5,57160 - 00566 - 66366
2024-07-07,MN,TP. HCM,6,41026 - 91511 - 24465
2024-07-07,MN,TP. HCM,7,69258 - 71042 - 12657 - 62355
2024-07-07,MN,TP. HCM,8,61650
2024-07-07,MN,Đồng Tháp,ĐB,92946
2024-07-07,MN,Đồng Tháp,1,34721
2024-07-07,MN,Đồng Tháp,2,97571
2024-07-07,MN,Đồng Tháp,3,85241 - 56423 - 89569 - 44146 - 86924 - 19334
2024-07-07,MN,Đồng Tháp,4,46676 - 17216 - 22201 - 62583 - 96514 - 71439
2024-07-07,MN,Đồng Tháp,5,86655 - 87343 - 91067
2024-07-07,MN,Đồng Tháp,6,21431 - 67409 - 42937
2024-07-07,MN,Đồng Tháp,7,47767 - 55920 - 56280 - 71274
2024-07-07,MN,Đồng Tháp,8,82588
2024-07-07,MN,Cà Mau,ĐB,02591
2024-07-07,MN,Cà Mau,1,03912
2024-07-07,MN,Cà Mau,2,56660
2024-07-07,MN,Cà Mau,3,26897 - 53584 - 87797 - 78212 - 33468 - 09058
2024-07-07,MN,Cà Mau,4,13819 - 04587 - 37519 - 32261 - 07077 - 04703
2024-07-07,MN,Cà Mau,5,48342 - 08900 - 93673
2024-07-07,MN,Cà Mau,6,32396 - 96536 - 54268
2024-07-07,MN,Cà Mau,7,31632 - 21349 - 96488 - 91855
2024-07-07,MN,Cà Mau,8,06177
2024-07-08,MB,Hà Nội,ĐB,56892
2024-07-08,MB,Hà Nội,1,77422
2024-07-08,MB,Hà Nội,2,35002
2024-07-08,MB,Hà Nội,3,71171 - 60674 - 38265 - 61898 - 86560 - 43544
2024-07-08,MB,Hà Nội,4,45883 - 66832 - 35130 - 90836 - 01447 - 97889
2024-07-08,MB,Hà Nội,5,24775 - 04869 - 77787
2024-07-08,MB,Hà Nội,6,66462 - 51249 - 46750
2024-07-08,MB,Hà Nội,7,02602 - 50489 - 74071 - 54981
2024-07-08,MT,Đà Nẵng,ĐB,04305
2024-07-08,MT,Đà Nẵng,1,58178
2024-07-08,MT,Đà Nẵng,2,63848
2024-07-08,MT,Đà Nẵng,3,66757 - 25381 - 65024 - 92752 - 21716 - 48462
2024-07-08,MT,Đà Nẵng,4,60789 - 98012 - 63760 - 37328 - 85123 - 75405
2024-07-08,MT,Đà Nẵng,5,97816 - 76988 - 65615
2024-07-08,MT,Đà Nẵng,6,45111 - 14152 - 25435
2024-07-08,MT,Đà Nẵng,7,75968 - 77563 - 60442 - 21547
2024-07-08,MT,Đà Nẵng,8,67158
2024-07-08,MT,Khánh Hòa,ĐB,76757
2024-07-08,MT,Khánh Hòa,1,90137
2024-07-08,MT,Khánh Hòa,2,50385
2024-07-08,MT,Khánh Hòa,3,09141 - 28014 - 85317 - 99257 - 81307 - 03946
2024-07-08,MT,Khánh Hòa,4,90371 - 47013 - 77423 - 01137 - 33026 - 61728
2024-07-08,MT,Khánh Hòa,5,51674 - 64409 - 04432
2024-07-08,MT,Khánh Hòa,6,91464 - 94223 - 27571
2024-07-08,MT,Khánh Hòa,7,59058 - 34764 - 85160 - 64788
2024-07-08,MT,Khánh Hòa,8,59169
2024-07-08,MN,TP. HCM,ĐB,46376
2024-07-08,MN,TP. HCM,1,32098
2024-07-08,MN,TP. HCM,2,64743
2024-07-08,MN,TP. HCM,3,88538 - 00503 - 48390 - 53375 - 73709 - 30421
2024-07-08,MN,TP. HCM,4,98145 - 95181 - 35583 - 32344 - 63094 - 78200
2024-07-08,MN,TP. HCM,5,08993 - 49968 - 40996
2024-07-08,MN,TP. HCM,6,65844 - 68845 - 38640
2024-07-08,MN,TP. HCM,7,57339 - 78918 - 42753 - 75111
2024-07-08,MN,TP. HCM,8,25968
2024-07-08,MN,Đồng Tháp,ĐB,59931
2024-07-08,MN,Đồng Tháp,1,10487
2024-07-08,MN,Đồng Tháp,2,91624
2024-07-08,MN,Đồng Tháp,3,51331 - 35060 - 29523 - 97004 - 05117 - 34213
2024-07-08,MN,Đồng Tháp,4,80472 - 58975 - 49015 - 73213 - 11251 - 11847
2024-07-08,MN,Đồng Tháp,5,64826 - 53747 - 09465
2024-07-08,MN,Đồng Tháp,6,08564 - 48774 - 96952
2024-07-08,MN,Đồng Tháp,7,76584 - 52189 - 97040 - 37330
2024-07-08,MN,Đồng Tháp,8,20737
2024-07-08,MN,Cà Mau,ĐB,04682
2024-07-08,MN,Cà Mau,1,09411
2024-07-08,MN,Cà Mau,2,12309
2024-07-08,MN,Cà Mau,3,78277 - 54746 - 75202 - 99460 - 61125 - 73492
2024-07-08,MN,Cà Mau,4,52462 - 86319 - 50697 - 00647 - 77362 - 75251
2024-07-08,MN,Cà Mau,5,73461 - 74356 - 58668
2024-07-08,MN,Cà Mau,6,57137 - 60400 - 34540
2024-07-08,MN,Cà Mau,7,66321 - 89005 - 03577 - 37835
